,quarter,roa
0,2007Q1,0.0
1,2007Q2,0.0
2,2007Q3,0.0
3,2007Q4,15.51
4,2008Q1,8.61
5,2008Q2,2.62
6,2008Q3,5.58
7,2008Q4,4.6
8,2009Q1,3.34
9,2009Q2,9.05
10,2009Q3,9.32
11,2009Q4,12.26
12,2010Q1,13.96
13,2010Q2,12.31
14,2010Q3,9.78
15,2010Q4,7.66
16,2011Q1,3.78
17,2011Q2,2.1
18,2011Q3,1.41
19,2011Q4,1.19
20,2012Q1,5.37
21,2012Q2,6.0
22,2012Q3,5.23
23,2012Q4,5.85
24,2013Q1,5.35
25,2013Q2,5.54
26,2013Q3,6.08
27,2013Q4,4.97
28,2014Q1,4.97
29,2014Q2,6.7
30,2014Q3,7.36
31,2014Q4,7.47
32,2015Q1,6.78
33,2015Q2,7.37
34,2015Q3,5.91
35,2015Q4,7.42
36,2016Q1,7.28
37,2016Q2,6.48
38,2016Q3,7.85
39,2016Q4,5.91
40,2017Q1,6.77
41,2017Q2,7.21
42,2017Q3,5.86
43,2017Q4,6.89
44,2018Q1,6.99
45,2018Q2,6.61
46,2018Q3,6.91
47,2018Q4,5.89
48,2019Q1,4.69
49,2019Q2,4.04
50,2019Q3,3.52
51,2019Q4,3.46
52,2020Q1,0.04
53,2020Q2,1.96
54,2020Q3,1.3
55,2020Q4,1.21
56,2021Q1,1.16
57,2021Q2,1.49
58,2021Q3,1.53
59,2021Q4,2.03
60,2022Q1,1.4
61,2022Q2,0.9
