,quarter,roa
0,2016Q3,0.0
1,2016Q4,2.0
2,2017Q1,0.0
3,2017Q2,1.21
4,2017Q3,0.21
5,2017Q4,1.53
6,2018Q1,1.08
7,2018Q2,3.24
8,2018Q3,0.88
9,2018Q4,0.82
10,2019Q1,7.65
11,2019Q2,0.38
12,2019Q3,0.11
13,2019Q4,0.12
14,2020Q1,0.43
15,2020Q2,4.51
16,2020Q3,2.3
17,2020Q4,0.31
18,2021Q1,1.01
19,2021Q2,2.32
20,2021Q3,2.23
21,2021Q4,0.68
22,2022Q1,0.39
23,2022Q2,2.46
