,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2009Q3,1863.0,-1775.0,-2978.0,-2504.0,-2504.0,58010.0,,60287.0,48258.0,48258.0,12029.0,0.0,-894.0,4296.0,0.0,-134.43,24.19,4.83
1,2012Q2,,,,,,96902.0,,112635.0,37089.0,37084.0,75546.0,0.0,0.0,7869.0,0.0,0.0,3.85,2.58
2,2012Q3,1952.0,1230.0,-933.0,-764.0,-764.0,67798.0,,83262.0,8479.0,8474.0,74782.0,,-80.0,7790.0,0.0,-39.11,3.89,3.49
3,2012Q4,1054.0,656.0,-1242.0,973.0,973.0,66609.0,,81990.0,6245.0,6240.0,75745.0,,22.0,7890.0,0.0,92.32,3.84,3.55
4,2013Q2,3407.0,2709.0,592.0,573.0,573.0,69937.0,,81349.0,4376.0,4371.0,76972.0,,81.0,8018.0,0.0,16.82,3.78,3.58
5,2013Q3,2477.0,2179.0,241.0,137.0,137.0,70986.0,,82177.0,5250.0,5250.0,76928.0,,175.0,8013.0,0.0,5.52,3.78,3.54
6,2014Q1,4273.0,4024.0,2460.0,2166.0,2166.0,78871.0,,89659.0,10917.0,10917.0,78742.0,,300.0,8202.0,0.0,50.69,3.69,3.24
7,2014Q2,3860.0,2828.0,948.0,1222.0,1222.0,71107.0,,90133.0,10169.0,10169.0,79964.0,,367.0,8330.0,0.0,31.66,3.64,3.23
8,2014Q3,3259.0,2941.0,1494.0,2092.0,2092.0,88144.0,,103957.0,21556.0,21556.0,82401.0,,571.0,8583.0,0.0,64.18,3.53,2.8
9,2014Q4,355.0,-740.0,-1805.0,1593.0,1593.0,104825.0,,114979.0,33339.0,33339.0,81640.0,,737.0,8504.0,0.0,448.48,8.77,7.1
10,2015Q2,3068.0,2498.0,1040.0,1819.0,1819.0,120898.0,,128331.0,43896.0,43896.0,84434.0,,573.0,8795.0,18.67,59.28,3.45,2.27
11,2015Q3,5263.0,4720.0,2285.0,2621.0,2621.0,106491.0,,117800.0,30744.0,30744.0,87056.0,,628.0,9068.0,14.32,49.81,3.34,2.47
12,2015Q4,2417.0,1868.0,-4987.0,-5122.0,-5122.0,122427.0,,139938.0,58004.0,23004.0,81934.0,,-71.0,8535.0,-125.39,-211.9,3.55,2.08
13,2016Q1,8358.0,7468.0,4290.0,4291.0,4291.0,106287.0,32229.0,124092.0,37887.0,2887.0,86204.0,0.0,376.0,8980.0,23.14,51.34,4.25,2.83
14,2016Q2,7146.0,6196.0,3709.0,4737.0,4737.0,113483.0,21183.0,128647.0,37708.0,2708.0,90939.0,,680.0,9473.0,15.0,66.3,7.54,5.12
15,2016Q3,9631.0,8618.0,5661.0,5547.0,5547.0,134291.0,20844.0,137190.0,40724.0,5724.0,96466.0,,985.0,10049.0,7.11,57.6,10.64,7.14
16,2016Q4,9473.0,8456.0,5191.0,5552.0,5552.0,159488.0,23136.0,162395.0,60377.0,25377.0,102019.0,,2097.0,10627.0,5.87,58.61,21.43,14.58
17,2017Q1,7527.0,6340.0,3738.0,4008.0,4008.0,128680.0,52076.0,145714.0,45064.0,33324.0,100650.0,,2067.0,10484.0,5.27,53.24,20.35,13.83
18,2017Q2,5327.0,1895.0,195.0,1646.0,1646.0,167637.0,44223.0,184556.0,28060.0,28060.0,156496.0,,1745.0,16302.0,5.5,30.9,14.71,10.64
19,2017Q3,5270.0,3579.0,2129.0,3518.0,3518.0,186877.0,54544.0,208791.0,48777.0,48777.0,160015.0,,1348.0,10653.0,10.9,66.77,11.34,8.4
20,2017Q4,6682.0,4591.0,3132.0,3878.0,3878.0,182170.0,58190.0,194402.0,30509.0,30509.0,163893.0,,1058.0,10912.0,17.58,58.04,8.98,7.12
21,2018Q1,8117.0,5365.0,2992.0,3882.0,3882.0,161993.0,92666.0,191480.0,23706.0,23706.0,167774.0,,950.0,11170.0,27.49,47.82,7.98,6.63
22,2018Q2,8942.0,6715.0,4485.0,5515.0,5515.0,187888.0,112291.0,217259.0,43970.0,43970.0,173289.0,,1123.0,11537.0,19.6,61.67,10.1,8.27
23,2018Q3,10500.0,7778.0,4059.0,5534.0,5534.0,195957.0,154376.0,247196.0,68376.0,18376.0,178820.0,,1227.0,11044.0,23.31,52.7,11.0,8.85
24,2018Q4,11881.0,7918.0,3804.0,5081.0,5081.0,212324.0,161101.0,258821.0,74919.0,40519.0,183902.0,,1280.0,11358.0,18.91,42.77,11.37,8.75
25,2019Q1,11178.0,7643.0,2626.0,5321.0,5321.0,332243.0,159355.0,394404.0,108089.0,23689.0,286314.0,,1294.0,11789.0,14.53,47.6,10.43,7.68
26,2019Q2,15067.0,11610.0,6229.0,5559.0,5559.0,372671.0,206723.0,442792.0,150919.0,66519.0,291874.0,,1141.0,12018.0,15.33,36.9,9.14,6.4
27,2019Q3,13349.0,9826.0,2102.0,3907.0,3907.0,416883.0,186805.0,487948.0,192168.0,33008.0,295780.0,,949.0,12178.0,17.18,29.26,7.51,5.02
28,2019Q4,18112.0,10328.0,1878.0,4668.0,4668.0,629611.0,304847.0,751525.0,207999.0,70499.0,543526.0,,692.0,11189.0,20.16,25.77,5.49,3.75
29,2020Q1,19566.0,17130.0,7975.0,9121.0,9121.0,711274.0,379068.0,833987.0,281316.0,151546.0,552671.0,,664.0,11378.0,25.08,46.61,5.52,3.7
30,2020Q2,50877.0,34842.0,24759.0,27631.0,27631.0,917793.0,631252.0,985106.0,399801.0,210031.0,585304.0,,1107.0,12050.0,7.59,54.31,4.86,3.04
31,2020Q3,39413.0,26891.0,16270.0,18082.0,18082.0,918397.0,520064.0,971710.0,373280.0,152010.0,598431.0,,1244.0,11482.0,6.59,45.88,3.06,1.85
32,2020Q4,45124.0,32335.0,20199.0,17502.0,17502.0,926116.0,578538.0,960940.0,358191.0,136921.0,602749.0,,1444.0,11565.0,8.17,38.79,2.91,1.81
33,2021Q1,104912.0,97395.0,89832.0,77203.0,77203.0,1205210.0,517683.0,1241639.0,413135.0,232845.0,828504.0,,2681.0,11645.0,5.33,73.59,10.79,7.01
34,2021Q2,137762.0,126843.0,113843.0,85972.0,85972.0,1115948.0,676126.0,1151776.0,305594.0,125504.0,846181.0,,3484.0,11894.0,4.36,62.41,10.27,7.18
35,2021Q3,62436.0,38041.0,27096.0,38688.0,38688.0,1543731.0,853440.0,1579057.0,338968.0,162572.0,1240088.0,,3398.0,11621.0,6.31,61.96,3.71,2.83
36,2021Q4,129180.0,110143.0,96010.0,99657.0,99657.0,1790471.0,1113594.0,1805140.0,434478.0,259076.0,1370661.0,,3783.0,12236.0,6.97,77.15,7.63,5.89
37,2022Q1,76643.0,63758.0,47576.0,38873.0,38873.0,1912981.0,857472.0,1929683.0,610567.0,432964.0,1319117.0,,2846.0,11776.0,7.24,50.72,2.89,2.08
38,2022Q2,26739.0,18528.0,274.0,1461.0,1461.0,1413141.0,268870.0,1429207.0,185819.0,36554.0,1243388.0,,1731.0,11092.0,4.05,5.46,0.11,0.09
