,timestamp,delta_volume,date,note
0,1433782800,9600000.0,2015-06-09,"Niêm yết cổ phiếu lần đầu - 9,600,000 CP"
1,1434560400,9600000.0,2015-06-18,"Giao dịch lần đầu - 9,600,000 CP"
2,1498410000,5420000.0,2017-06-26,"Niêm yết cổ phiếu bổ sung - 5,420,000 CP"
3,1499619600,5420000.0,2017-07-10,"Giao dịch bổ sung - 5,420,000 CP"
4,1528822800,15020000.0,2018-06-13,"Niêm yết cổ phiếu lần đầu - 15,020,000 CP"
5,1529859600,,2018-06-25,Giao dịch trở lại sàn HOSE
6,1529859600,,2018-06-25,Hủy niêm yết cổ phiếu
7,1530205200,15020000.0,2018-06-29,"Giao dịch lần đầu - 15,020,000 CP"
8,1536080400,1171560.0,2018-09-05,"Niêm yết cổ phiếu bổ sung - 1,171,560 CP"
9,1554051600,8095780.0,2019-04-01,"Niêm yết cổ phiếu bổ sung - 8,095,780 CP"
10,1555347600,7988966.0,2019-04-16,"Giao dịch bổ sung - 7,988,966 CP"
11,1573750800,24287340.0,2019-11-15,"Niêm yết cổ phiếu bổ sung - 24,287,340 CP"
12,1574701200,24210959.0,2019-11-26,"Giao dịch bổ sung - 24,210,959 CP"
13,1582650000,106814.0,2020-02-26,"Giao dịch bổ sung - 106,814 CP"
14,1598461200,3545203.0,2020-08-27,"Niêm yết cổ phiếu bổ sung - 3,545,203 CP"
15,1599498000,3545203.0,2020-09-08,"Giao dịch bổ sung - 3,545,203 CP"
16,1602694800,76381.0,2020-10-15,"Giao dịch bổ sung - 76,381 CP"
17,1610470800,2605990.0,2021-01-13,"Niêm yết cổ phiếu bổ sung - 2,605,990 CP"
18,1620234000,16417999.0,2021-05-06,"Niêm yết cổ phiếu bổ sung - 16,417,999 CP"
19,1621270800,15909701.0,2021-05-18,"Giao dịch bổ sung - 15,909,701 CP"
20,1628528400,35571589.0,2021-08-10,"Niêm yết cổ phiếu bổ sung - 35,571,589 CP"
21,1629651600,35076798.0,2021-08-23,"Giao dịch bổ sung - 35,076,798 CP"
22,1635440400,1302995.0,2021-10-29,"Giao dịch bổ sung - 1,302,995 CP"
23,1641402000,5300000.0,2022-01-06,"Niêm yết cổ phiếu bổ sung - 5,300,000 CP"
24,1646845200,508298.0,2022-03-10,"Giao dịch bổ sung - 508,298 CP"
25,1651165200,1302995.0,2022-04-29,"Giao dịch bổ sung - 1,302,995 CP"
26,1657126800,494791.0,2022-07-07,"Giao dịch bổ sung - 494,791 CP"
27,1659546000,81558.0,2022-08-04,"Niêm yết cổ phiếu bổ sung - 81,558 CP"
28,1660755600,81558.0,2022-08-18,"Giao dịch bổ sung - 81,558 CP"
29,1670259600,2650000.0,2022-12-06,"Giao dịch bổ sung - 2,650,000 CP"
30,1685984400,2650000.0,2023-06-06,"Giao dịch bổ sung - 2,650,000 CP"
