,date,quarter,price,shares_est,lev,market_cap
0,2014-09-30,2014Q3,11.6,255999618.9314839,0.7176694108422011,2969595579605
1,2014-12-31,2014Q4,20.9,255991012.19773164,0.6948303066942223,5350212154933
2,2015-03-31,2015Q1,24.3,256000378.8493803,0.621345687510354,6220809206040
3,2015-06-30,2015Q2,23.0,256003628.11791384,0.624820901291004,5888083446712
4,2015-09-30,2015Q3,24.9,273927052.21651334,0.6098520506199576,6820783600191
5,2015-12-31,2015Q4,26.6,273923368.5661765,0.590503021416962,7286361603860
6,2016-03-31,2016Q1,33.2,273927450.63980085,0.6031699924607204,9094391361241
7,2016-06-30,2016Q2,34.7,284882871.32578504,0.5547739374560379,9885435635005
8,2016-09-30,2016Q3,37.9,284881004.1742607,0.5743091157718909,10796990058204
9,2016-12-30,2016Q4,27.3,284877190.9460244,0.621843873493935,7777147312826
10,2017-03-31,2017Q1,31.5,287874944.6902655,0.5656966925071533,9068060757743
11,2017-06-30,2017Q2,28.55,287875605.3445358,0.5160437589550841,8218848532586
12,2017-09-29,2017Q3,26.55,287880735.63783985,0.5341811238701731,7643233531185
13,2017-12-29,2017Q4,33.5,287880233.2967604,0.4996821592194704,9643987815441
14,2018-03-30,2018Q1,30.8,287873000.9926106,0.5189554686603517,8866488430572
15,2018-06-29,2018Q2,29.1,287873900.0628536,0.6337430932462931,8377130491829
16,2018-09-28,2018Q3,26.35,287868669.527897,0.5506372201726859,7585339442060
17,2018-12-28,2018Q4,24.6,287885658.4603361,0.5838917690049112,7081987198124
18,2019-03-29,2019Q1,27.0,287880059.63473725,0.5504971938540659,7772761610138
19,2019-06-28,2019Q2,26.7,287878867.62927663,0.4898270173852537,7686365765702
20,2019-09-30,2019Q3,24.0,287881061.4869024,0.4965379356441028,6909145475686
21,2019-12-31,2019Q4,21.65,287867563.0486276,0.4537504748618925,6232332740003
22,2020-03-31,2020Q1,16.25,287879596.2027009,0.4315618891607355,4678043438294
23,2020-06-30,2020Q2,21.1,287882360.4141523,0.3921623141696809,6074317804739
24,2020-09-30,2020Q3,23.0,287870280.5315334,0.400968953429725,6621016452225
25,2020-12-31,2020Q4,24.6,287884311.36120045,0.3265444568097194,7081954059486
26,2021-03-31,2021Q1,22.2,287868299.8324958,0.4010866925673862,6390676256281
27,2021-06-30,2021Q2,20.5,287885602.6785714,0.409513758831335,5901654854911
28,2021-09-30,2021Q3,20.6,287867282.6543469,0.3861981172853611,5930066022680
29,2021-12-31,2021Q4,26.3,287880728.9541684,0.3608797618439916,7571263171495
30,2022-03-31,2022Q1,24.4,287879214.9631191,0.3800646433507827,7024252845100
31,2022-06-30,2022Q2,24.8,287872594.128702,0.4304970891372247,7139240334392
