,date,quarter,price,shares_est,lev,market_cap
0,2006-12-29,2006Q4,34.0,2000000.0,0.2904264591971685,68000000000
1,2007-03-30,2007Q1,51.5,1999932.8543611087,0.2726673274726545,102996542000
2,2007-06-29,2007Q2,46.0,2000000.0,0.367568754795396,92000000000
3,2007-09-28,2007Q3,43.0,2000059.368321064,0.4990408705104779,86002552838
4,2007-12-28,2007Q4,39.0,3500047.001316037,0.1447259596553732,136501833051
5,2008-03-31,2008Q1,27.6,3499925.76095026,0.2233534290649025,96597951002
6,2008-06-30,2008Q2,19.0,3500048.2998454403,0.2547130004349127,66500917697
7,2008-09-30,2008Q3,16.8,3500022.751057924,0.2109900684085213,58800382218
8,2008-12-31,2008Q4,12.2,3500087.804021424,0.1544718879776868,42701071209
9,2009-03-31,2009Q1,14.2,3499928.4521822087,0.18944833319214,49698984021
10,2009-06-30,2009Q2,17.4,3499906.9074660214,0.2111210175615483,60898380190
11,2009-09-30,2009Q3,23.5,3499977.637640324,0.3346059304751764,82249474485
12,2009-12-31,2009Q4,22.4,3500042.808219178,0.2518483927029721,78400958904
13,2010-03-31,2010Q1,25.1,3500000.0,0.2058227852968163,87850000000
14,2010-06-30,2010Q2,24.5,3500021.7893406544,0.2414310922917055,85750533839
15,2010-09-30,2010Q3,25.6,3500084.8320325757,0.2461837791646452,89602171700
16,2010-12-31,2010Q4,23.4,3499980.0931639927,0.235527377879285,81899534180
17,2011-03-31,2011Q1,26.7,3500084.96898632,0.2423484380301975,93452268672
18,2011-06-30,2011Q2,22.8,3499958.5818422795,0.3956646709123733,79799055666
19,2011-09-30,2011Q3,23.5,3499979.7987960083,0.3825384692292888,82249525272
20,2011-12-30,2011Q4,26.0,3499923.6874236874,0.407569589823874,90998015873
21,2012-03-30,2012Q1,23.1,3500037.313432836,0.3665793287330551,80850861940
22,2012-06-29,2012Q2,25.6,3850026.692948954,0.5168096868093819,98560683339
23,2012-09-28,2012Q3,22.6,3850024.386278654,0.5415888321755072,87010551130
24,2012-12-28,2012Q4,19.8,3850042.415362073,0.4802829486030307,76230839824
25,2013-03-29,2013Q1,20.0,3850019.6463654223,0.513294818108103,77000392927
26,2013-06-28,2013Q2,23.8,3849931.677517885,0.549846569128036,91628373925
27,2013-09-25,2013Q3,22.0,3849973.9677199726,0.5788482154658245,84699427290
28,2013-12-31,2013Q4,23.7,3850057.1864277534,0.5689216507349695,91246355318
29,2014-03-31,2014Q1,20.5,3849951.160868585,0.5794186910365402,78923998798
30,2014-06-30,2014Q2,17.5,5583185.923098408,0.5851423688875201,97705753654
31,2014-09-30,2014Q3,19.5,5583115.15318543,0.5981007720627936,108870745487
32,2014-12-31,2014Q4,22.5,5583102.188174173,0.5797269062415839,125619799234
33,2015-03-31,2015Q1,15.6,5583246.93278037,0.5853268802288083,87098652151
34,2015-06-30,2015Q2,17.4,6978595.796192363,0.6576297614278278,121427566854
35,2015-09-30,2015Q3,17.1,7745158.119905186,0.6438953316713929,132442203850
36,2015-12-31,2015Q4,19.0,7745409.1539528435,0.6539476831591698,147162773925
37,2016-03-31,2016Q1,19.8,7745088.245088245,0.6996106036382037,153352747253
38,2016-06-30,2016Q2,18.9,7745017.107478412,0.7112640396364018,146380823331
39,2016-09-30,2016Q3,18.1,10455684.13886998,0.7907897575725354,189247882914
40,2016-12-30,2016Q4,20.0,10455684.13886998,0.7907897575725354,209113682777
41,2017-03-31,2017Q1,17.8,10454035.23728332,0.7901325939980166,186081827224
42,2017-06-30,2017Q2,20.0,10454183.804193918,0.8074462645009602,209083676084
43,2017-09-29,2017Q3,22.3,10454227.63174932,0.8114593686377527,233129276188
44,2017-12-29,2017Q4,13.7,18779932.06906312,0.699716572059269,257285069346
45,2018-03-30,2018Q1,22.0,18779997.19652369,0.6980055848358625,413159938324
46,2018-06-29,2018Q2,18.1,18779718.227179337,0.7434332267925587,339912899912
47,2018-09-28,2018Q3,17.0,18780077.61966365,0.7529801455115074,319261319534
48,2018-12-28,2018Q4,13.9,19905895.117540687,0.711192081354304,276691942134
49,2019-03-29,2019Q1,20.0,19905676.605504587,0.7051439799626243,398113532110
50,2019-06-28,2019Q2,19.9,19906389.301634472,0.7082595191211641,396137147103
51,2019-09-30,2019Q3,18.6,21099770.55732366,0.6876432605420116,392455732366
52,2019-12-31,2019Q4,21.8,21100609.98015727,0.6952020612840056,459993297567
53,2020-03-31,2020Q1,25.0,21099579.649224523,0.7167028648529247,527489491231
54,2020-06-30,2020Q2,18.4,21100236.77979479,0.703683065368898,388244356748
55,2020-09-30,2020Q3,22.8,22154870.878916424,0.7005098553725935,505131056039
56,2020-12-31,2020Q4,17.8,22154960.558252428,0.6978305323704506,394358297937
57,2021-03-31,2021Q1,16.0,22155018.39201261,0.69114752173206,354480294272
58,2021-06-30,2021Q2,17.7,22154797.37783075,0.7010081465080706,392139913588
59,2021-09-30,2021Q3,17.4,22155407.499225285,0.7137374619990215,385504090487
60,2021-12-31,2021Q4,15.2,22154220.902793635,0.6991050891817764,336744157722
61,2022-03-31,2022Q1,14.6,22155298.187561102,0.6990758751200729,323467353538
62,2022-06-30,2022Q2,14.4,22154455.149749797,0.6892520591382874,319024154156
