,timestamp,delta_volume,date,note
0,1421254800,43000000,2015-01-15,"Giao dịch lần đầu - 43,000,000 CP"
1,1441731600,4643888,2015-09-09,"Niêm yết cổ phiếu bổ sung - 4,643,888 CP"
2,1442509200,4643888,2015-09-18,"Giao dịch bổ sung - 4,643,888 CP"
3,1474218000,4356618,2016-09-19,"Niêm yết cổ phiếu bổ sung - 4,356,618 CP"
4,1474822800,4356618,2016-09-26,"Giao dịch bổ sung - 4,356,618 CP"
5,1484067600,1429000,2017-01-11,"Niêm yết cổ phiếu bổ sung - 1,429,000 CP"
6,1484845200,500150,2017-01-20,"Giao dịch bổ sung - 500,150 CP"
7,1503594000,4441535,2017-08-25,"Niêm yết cổ phiếu bổ sung - 4,441,535 CP"
8,1504717200,4441535,2017-09-07,"Giao dịch bổ sung - 4,441,535 CP"
9,1514826000,500150,2018-01-02,"Giao dịch bổ sung - 500,150 CP"
10,1536685200,5631334,2018-09-12,"Niêm yết cổ phiếu bổ sung - 5,631,334 CP"
11,1537722000,5631334,2018-09-24,"Giao dịch bổ sung - 5,631,334 CP"
12,1546362000,428700,2019-01-02,"Giao dịch bổ sung - 428,700 CP"
13,1564419600,14922325,2019-07-30,"Niêm yết cổ phiếu bổ sung - 14,922,325 CP"
14,1565197200,14922325,2019-08-08,"Giao dịch bổ sung - 14,922,325 CP"
15,1570640400,1700000,2019-10-10,"Niêm yết cổ phiếu bổ sung - 1,700,000 CP"
16,1590339600,10000000,2020-05-25,"Niêm yết cổ phiếu bổ sung - 10,000,000 CP"
17,1591117200,9333793,2020-06-03,"Giao dịch bổ sung - 9,333,793 CP"
18,1598806800,595000,2020-08-31,"Giao dịch bổ sung - 595,000 CP"
19,1607965200,8110474,2020-12-15,"Niêm yết cổ phiếu bổ sung - 8,110,474 CP"
20,1608742800,8110474,2020-12-24,"Giao dịch bổ sung - 8,110,474 CP"
21,1617901200,666207,2021-04-09,"Giao dịch bổ sung - 666,207 CP"
22,1630342800,595000,2021-08-31,"Giao dịch bổ sung - 595,000 CP"
23,1640192400,8840010,2021-12-23,"Niêm yết cổ phiếu bổ sung - 8,840,010 CP"
24,1640883600,8840010,2021-12-31,"Giao dịch bổ sung - 8,840,010 CP"
25,1661878800,510000,2022-08-31,"Giao dịch bổ sung - 510,000 CP"
