,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2012Q3,1952.0,1230.0,-933.0,-764.0,-764.0,67798.0,,83262.0,8479.0,8474.0,74782.0,0.0,-80.0,7790.0,0.0,-39.11,24.09,21.63
1,2012Q4,30524.0,10636.0,5619.0,5095.0,5095.0,717519.0,,883241.0,433978.0,350750.0,449263.0,,101.0,10448.0,0.0,16.69,4.01,2.04
2,2013Q1,29363.0,23664.0,21054.0,16566.0,16566.0,554337.0,,719444.0,272883.0,189654.0,446561.0,,486.0,10385.0,0.0,56.42,4.03,2.5
3,2013Q2,55128.0,46460.0,43688.0,33803.0,33803.0,465656.0,,628148.0,147785.0,63185.0,480364.0,,1272.0,11171.0,0.0,61.32,15.08,9.46
4,2013Q3,21702.0,14869.0,12203.0,10264.0,10264.0,492851.0,,654949.0,183672.0,183672.0,471278.0,,1529.0,10960.0,0.0,47.3,14.23,9.11
5,2013Q4,53870.0,26039.0,14778.0,11118.0,11118.0,543030.0,,661198.0,185255.0,185255.0,475943.0,,1669.0,11068.0,0.0,20.64,15.31,10.77
6,2014Q1,51851.0,44757.0,41815.0,32646.0,32646.0,538702.0,,699916.0,191938.0,191938.0,507978.0,,2043.0,11813.0,0.0,62.96,18.15,13.29
7,2014Q2,34359.0,17778.0,14469.0,12611.0,12611.0,527055.0,,683857.0,205838.0,205838.0,478019.0,,1550.0,11117.0,0.0,36.7,13.79,9.87
8,2014Q3,64431.0,37724.0,34751.0,27412.0,27412.0,664896.0,,701822.0,196390.0,196390.0,505431.0,,1949.0,11754.0,0.0,42.54,17.04,12.2
9,2014Q4,24965.0,14495.0,7900.0,6337.0,6337.0,731724.0,,751289.0,239521.0,239521.0,511768.0,,1837.0,11902.0,0.0,25.38,15.78,11.14
10,2015Q1,71059.0,47264.0,43830.0,34659.0,34659.0,769554.0,,801081.0,254454.0,254454.0,546427.0,200.0,2094.0,12708.0,5.88,48.78,15.87,11.03
11,2015Q2,32120.0,16608.0,12301.0,10729.0,10729.0,821702.0,,853686.0,323501.0,323501.0,529985.0,200.0,2045.0,12325.0,6.06,33.4,15.12,10.19
12,2015Q3,65165.0,39479.0,35529.0,31906.0,31905.0,720466.0,,752853.0,190762.0,190762.0,561891.0,200.0,2116.0,11794.0,5.72,48.96,15.56,10.59
13,2015Q4,38557.0,24326.0,17578.0,11910.0,11909.0,685771.0,,724237.0,150237.0,150237.0,573800.0,201.0,2136.0,12044.0,6.04,30.89,16.13,11.39
14,2016Q1,33292.0,27584.0,22821.0,18491.0,18490.0,773748.0,54500.0,801213.0,249306.0,249306.0,551907.0,201.0,1693.0,11584.0,7.5,55.54,13.17,9.33
15,2016Q2,29491.0,20651.0,12477.0,11091.0,11081.0,967384.0,64769.0,995045.0,436600.0,436600.0,558445.0,211.0,1656.0,11721.0,6.95,37.61,13.07,8.97
16,2016Q3,36148.0,18400.0,14896.0,12577.0,12573.0,1196948.0,81264.0,1223271.0,652249.0,652249.0,571022.0,215.0,1175.0,11914.0,8.43,34.79,9.59,5.78
17,2016Q4,56556.0,27847.0,20483.0,24736.0,24689.0,1318519.0,90999.0,1361144.0,751095.0,751095.0,610049.0,262.0,1447.0,12359.0,6.63,43.74,11.67,6.1
18,2017Q1,103627.0,75255.0,61134.0,52634.0,52632.0,1694234.0,103240.0,1717888.0,1055205.0,1055205.0,662682.0,264.0,2141.0,13426.0,4.06,50.79,16.81,7.62
19,2017Q2,86050.0,68052.0,50879.0,47278.0,47277.0,1733529.0,115843.0,1757091.0,1050645.0,1050645.0,706447.0,265.0,2823.0,14312.0,3.9,54.94,21.52,9.06
