,quarter,roa
0,2009Q4,11.8
1,2010Q1,2.53
2,2010Q2,0.49
3,2010Q3,-0.86
4,2010Q4,1.56
5,2011Q1,0.14
6,2011Q2,0.25
7,2011Q3,0.46
8,2011Q4,1.79
9,2012Q1,0.43
10,2012Q2,0.83
11,2012Q3,0.68
12,2012Q4,2.38
13,2013Q1,1.05
14,2013Q2,1.59
15,2013Q3,1.77
16,2013Q4,3.79
17,2014Q1,1.71
18,2014Q2,3.48
19,2014Q3,5.09
20,2014Q4,5.4
21,2015Q1,4.87
22,2015Q2,7.69
23,2015Q3,6.93
24,2015Q4,7.63
25,2016Q1,8.44
26,2016Q2,8.2
27,2016Q3,4.22
28,2016Q4,3.27
29,2017Q1,0.7
30,2017Q2,0.16
31,2017Q3,0.21
32,2017Q4,0.11
33,2018Q1,0.03
34,2018Q2,-0.25
35,2018Q3,0.09
36,2018Q4,0.63
37,2019Q1,0.29
38,2019Q2,0.61
39,2019Q3,2.84
40,2019Q4,6.11
41,2020Q1,3.2
42,2020Q2,6.98
43,2020Q3,9.18
44,2020Q4,5.58
45,2021Q1,3.06
46,2021Q2,1.08
47,2021Q3,1.97
48,2021Q4,2.59
49,2022Q1,3.61
50,2022Q2,1.93
