,date,quarter,price,shares_est,market_cap
0,2010-06-30,2010Q2,38.5,2742311.223318797,105578982098
1,2010-09-30,2010Q3,23.8,4112911.7491632905,97887299630
2,2010-12-31,2010Q4,18.0,4249894.966809512,76498109403
3,2011-03-31,2011Q1,18.5,4249916.275954454,78623451105
4,2011-06-30,2011Q2,7.4,4250045.380286804,31450335814
5,2011-09-30,2011Q3,8.3,4250067.222371605,35275557946
6,2011-12-30,2011Q4,9.0,4250042.771599658,38250384944
7,2012-03-30,2012Q1,6.2,4250000.0,26350000000
8,2012-06-29,2012Q2,6.5,4250000.0,27625000000
9,2012-09-28,2012Q3,4.6,4249716.033202272,19548693753
10,2012-12-28,2012Q4,6.9,4249855.359947103,29324001984
11,2013-03-29,2013Q1,8.0,4249912.342215989,33999298738
12,2013-06-28,2013Q2,6.0,4249978.886918334,25499873322
13,2013-09-26,2013Q3,6.3,4249939.078872553,26774616197
14,2013-12-31,2013Q4,8.8,4249754.920443405,37397843300
15,2014-03-31,2014Q1,16.1,4249963.36996337,68424410256
16,2014-06-30,2014Q2,13.5,4250058.88356756,57375794928
17,2014-09-30,2014Q3,14.9,4250035.546708375,63325529646
18,2014-12-31,2014Q4,21.2,4249886.972808887,90097603824
19,2015-03-31,2015Q1,19.9,4249983.063478084,84574662963
20,2015-06-30,2015Q2,25.8,4249851.243603475,109646162085
21,2015-09-30,2015Q3,32.0,4249813.492486412,135994031760
22,2015-12-31,2015Q4,49.5,4249928.605425987,210371465969
23,2016-03-31,2016Q1,48.0,4249858.0083301775,203993184400
24,2016-06-30,2016Q2,65.0,4249968.083748245,276247925444
25,2016-09-30,2016Q3,62.2,5524777.835859906,343641181390
26,2016-12-30,2016Q4,42.2,5524686.735559883,233141780241
27,2017-03-31,2017Q1,35.5,5524707.11054402,196127102424
28,2017-06-30,2017Q2,25.5,5524637.849787655,140878265170
29,2017-09-29,2017Q3,22.0,5524704.244954767,121543493389
30,2017-12-29,2017Q4,19.9,5524548.402037981,109938513201
31,2018-03-30,2018Q1,16.2,5524759.843052361,89501109457
32,2018-06-29,2018Q2,15.0,5524642.614023145,82869639210
33,2018-09-28,2018Q3,14.5,5524877.650897226,80110725938
34,2018-12-28,2018Q4,17.5,5524680.564895763,96681909886
35,2019-03-29,2019Q1,16.8,5524503.606752436,92811660593
36,2019-06-28,2019Q2,17.0,5524872.8719876185,93922838824
37,2019-09-30,2019Q3,14.5,5524683.544303797,80107911392
38,2019-12-31,2019Q4,17.8,5524845.916795069,98342257319
39,2020-03-31,2020Q1,19.0,5524572.359489546,104966874830
40,2020-06-30,2020Q2,22.0,5524698.608964452,121543369397
41,2020-09-30,2020Q3,24.5,5524882.108183079,135359611650
42,2020-12-31,2020Q4,30.0,5524755.548657457,165742666460
43,2021-03-31,2021Q1,35.0,5524724.514092696,193365357993
44,2021-06-30,2021Q2,35.1,5524781.181619256,193919819475
45,2021-09-30,2021Q3,36.1,5524594.522733316,199437862271
46,2021-12-31,2021Q4,44.4,5524598.71356551,245292182882
47,2022-03-31,2022Q1,40.1,5524590.163934426,221536065574
48,2022-06-30,2022Q2,52.0,5524798.711755234,287289533011
