,date,quarter,price,shares_est,market_cap
0,2008-12-31,2008Q4,42.0,13600010.748065349,571200451419
1,2009-03-31,2009Q1,31.6,13600051.229508195,429761618852
2,2009-06-30,2009Q2,50.5,20400316.23814107,1030215970026
3,2009-09-30,2009Q3,83.0,20399943.612555604,1693195319842
4,2009-12-31,2009Q4,76.5,24999800.747198008,1912484757161
5,2010-03-31,2010Q1,75.5,24999832.110135756,1887487324315
6,2010-06-30,2010Q2,40.4,37499592.19737647,1514983524774
7,2010-09-30,2010Q3,35.3,37500065.406501405,1323752308849
8,2010-12-31,2010Q4,34.3,38200116.53502525,1310263997151
9,2011-03-31,2011Q1,25.0,37500425.687180735,937510642180
10,2011-06-30,2011Q2,13.7,56249050.83804056,770611996481
11,2011-09-30,2011Q3,13.2,56249442.70051408,742492643647
12,2011-12-30,2011Q4,8.4,56248766.80530032,472489641165
13,2012-03-30,2012Q1,9.9,56250169.55721345,556876678616
14,2012-06-29,2012Q2,11.1,56250598.29059829,624381641026
15,2012-09-28,2012Q3,6.9,56251126.464403726,388132772604
16,2012-12-28,2012Q4,7.9,56250771.44620448,444381094425
17,2013-03-29,2013Q1,7.1,56251403.75039729,399384966628
18,2013-06-28,2013Q2,6.3,56249442.84394195,354371489917
19,2013-09-30,2013Q3,5.2,56248473.30382655,292492061180
20,2013-12-31,2013Q4,6.4,56248085.248085245,359987745588
21,2014-03-31,2014Q1,8.0,56250708.41598187,450005667328
22,2014-06-30,2014Q2,7.2,56249355.35577392,404995358562
23,2014-09-30,2014Q3,9.1,56250966.85082873,511883798343
24,2014-12-31,2014Q4,8.5,76247819.76744185,648106468023
25,2015-03-31,2015Q1,7.0,76252562.98180084,533767940873
26,2015-06-30,2015Q2,8.0,76247337.92671469,609978703414
27,2015-09-30,2015Q3,6.8,76251148.89705883,518507812500
28,2015-12-31,2015Q4,7.0,76250584.93214788,533754094525
29,2016-03-31,2016Q1,5.8,76249095.80607927,442244755675
30,2016-06-30,2016Q2,5.2,76250151.56107911,396500788118
31,2016-09-30,2016Q3,5.14,76252204.98783454,391936333637
32,2016-12-30,2016Q4,3.97,76252204.98783454,302721253802
33,2017-03-31,2017Q1,7.71,76248562.21068874,587876414644
34,2017-06-30,2017Q2,9.62,76251566.75749318,733540072207
35,2017-09-29,2017Q3,11.35,76251874.59830037,865458776691
36,2017-12-29,2017Q4,11.0,78000206.91082144,858002276019
37,2018-03-30,2018Q1,9.8,100002986.37919731,980029266516
38,2018-06-29,2018Q2,9.34,100000070.51191652,934000658581
39,2018-09-28,2018Q3,9.43,100000145.16948538,943001368948
40,2018-12-28,2018Q4,7.99,97998983.94635236,783011881731
41,2019-03-29,2019Q1,11.0,97997914.08643503,1077977054951
42,2019-06-28,2019Q2,9.86,98000000.0,966280000000
43,2019-09-30,2019Q3,9.8,98000922.90654032,960409044484
44,2019-12-31,2019Q4,8.12,102900611.7213708,835552967178
45,2020-03-31,2020Q1,3.7,102904486.43784548,380746599820
46,2020-06-30,2020Q2,6.9,104901757.94884811,723822129847
47,2020-09-30,2020Q3,8.98,115250794.28117554,1034952132645
48,2020-12-31,2020Q4,14.95,115246411.48325358,1722933851675
49,2021-03-31,2021Q1,15.3,115251044.25207338,1763340977057
50,2021-06-30,2021Q2,13.1,115247714.9209486,1509745065464
51,2021-09-30,2021Q3,18.5,115249056.37404115,2132107542920
52,2021-12-31,2021Q4,21.7,172404239.97692528,3741172007499
53,2022-03-31,2022Q1,20.6,172408613.80104285,3551617444301
54,2022-06-30,2022Q2,9.8,172408652.86036497,1689604798032
