,timestamp,delta_volume,date,note
0,1180976400,143005996.0,2007-06-05,"Niêm yết cổ phiếu bổ sung - 143,005,996 CP"
1,1183309200,143005996.0,2007-07-02,"Giao dịch bổ sung - 143,005,996 CP"
2,1198515600,9995344.0,2007-12-25,"Niêm yết cổ phiếu bổ sung - 9,995,344 CP"
3,1198774800,9995344.0,2007-12-28,"Giao dịch bổ sung - 9,995,344 CP"
4,1225213200,199655598.0,2008-10-29,"Niêm yết cổ phiếu bổ sung - 199,655,598 CP"
5,1226250000,199655598.0,2008-11-10,"Giao dịch bổ sung - 199,655,598 CP"
6,1229878800,169503784.0,2008-12-22,"Niêm yết cổ phiếu bổ sung - 169,503,784 CP"
7,1230570000,169503784.0,2008-12-30,"Giao dịch bổ sung - 169,503,784 CP"
8,1250701200,134993100.0,2009-08-20,"Niêm yết cổ phiếu bổ sung - 134,993,100 CP"
9,1255626000,134993100.0,2009-10-16,"Giao dịch bổ sung - 134,993,100 CP"
10,1260982800,10816847.0,2009-12-17,"Niêm yết cổ phiếu bổ sung - 10,816,847 CP"
11,1262019600,10816847.0,2009-12-29,"Giao dịch bổ sung - 10,816,847 CP"
12,1289926800,155595065.0,2010-11-17,"Niêm yết cổ phiếu bổ sung - 155,595,065 CP"
13,1299776400,155595065.0,2011-03-11,"Giao dịch bổ sung - 155,595,065 CP"
14,1326646800,2279294.0,2012-01-16,"Niêm yết cổ phiếu bổ sung - 2,279,294 CP"
15,1364317200,391324.0,2013-03-27,"Niêm yết cổ phiếu bổ sung - 391,324 CP"
16,1365699600,936241008.0,2013-04-12,"Giao dịch bổ sung - 391,324 CP"
17,1377018000,251956.0,2013-08-21,"Niêm yết cổ phiếu bổ sung - 251,956 CP"
18,1378832400,251956.0,2013-09-11,"Giao dịch bổ sung - 251,956 CP"
19,1424710800,1203542.0,2015-02-24,"Niêm yết cổ phiếu bổ sung - 1,203,542 CP"
20,1426438800,1203542.0,2015-03-16,"Giao dịch bổ sung - 1,203,542 CP"
21,1484586000,89627390.0,2017-01-17,"Niêm yết cổ phiếu bổ sung - 89,627,390 CP"
22,1485277200,89627390.0,2017-01-25,"Giao dịch bổ sung - 89,627,390 CP"
23,1527008400,98590129.0,2018-05-23,"Niêm yết cổ phiếu bổ sung - 98,590,129 CP"
24,1528045200,98590129.0,2018-06-04,"Giao dịch bổ sung - 98,590,129 CP"
25,1540400400,162673713.0,2018-10-25,"Niêm yết cổ phiếu bổ sung - 162,673,713 CP"
26,1541350800,162673713.0,2018-11-05,"Giao dịch bổ sung - 162,673,713 CP"
27,1567789200,374149539.0,2019-09-07,"Niêm yết cổ phiếu bổ sung - 374,149,539 CP"
28,1568566800,374149539.0,2019-09-16,"Giao dịch bổ sung - 374,149,539 CP"
29,1600794000,498821183.0,2020-09-23,"Niêm yết cổ phiếu bổ sung - 498,821,183 CP"
30,1601830800,498821183.0,2020-10-05,"Giao dịch bổ sung - 498,821,183 CP"
31,1605805200,2161558460.0,2020-11-20,"Niêm yết cổ phiếu lần đầu - 2,161,558,460 CP"
32,1606755600,,2020-12-01,Giao dịch trở lại sàn HOSE
33,1606755600,,2020-12-01,Hủy niêm yết cổ phiếu
34,1607446800,2161558460.0,2020-12-09,"Giao dịch lần đầu - 2,161,558,460 CP"
35,1626022800,540389615.0,2021-07-12,"Niêm yết cổ phiếu bổ sung - 540,389,615 CP"
36,1627232400,539842824.0,2021-07-26,"Giao dịch bổ sung - 539,842,824 CP"
37,1650301200,440690.0,2022-04-19,"Giao dịch bổ sung - 440,690 CP"
38,1650906000,106101.0,2022-04-26,"Giao dịch bổ sung - 106,101 CP"
39,1657040400,675487019.0,2022-07-06,"Niêm yết cổ phiếu bổ sung - 675,487,019 CP"
40,1658077200,675366031.0,2022-07-18,"Giao dịch bổ sung - 675,366,031 CP"
