,date,quarter,price,shares_est,market_cap
0,2008-03-31,2008Q1,23.1,30257768.6971396,698954456904
1,2008-06-30,2008Q2,14.1,30277892.242711447,426918280622
2,2008-09-30,2008Q3,15.9,30269142.57228315,481279366899
3,2008-12-31,2008Q4,15.8,30076538.747741044,475209312214
4,2009-03-31,2009Q1,12.0,30071084.276218988,360853011315
5,2009-06-30,2009Q2,29.3,30061298.954025783,880796059353
6,2009-09-30,2009Q3,49.1,30063625.85492727,1476124029477
7,2009-12-31,2009Q4,42.0,30036744.3521743,1261543262791
8,2010-03-31,2010Q1,39.6,30029476.15958482,1189167255920
9,2010-06-30,2010Q2,34.3,29550991.994430907,1013599025409
10,2010-09-30,2010Q3,33.5,30036875.32105379,1006235323255
11,2010-12-31,2010Q4,35.5,40136630.68725236,1424850389397
12,2011-03-31,2011Q1,33.2,40135458.438115954,1332497220145
13,2011-06-30,2011Q2,26.5,40024966.331710346,1060661607790
14,2011-09-30,2011Q3,21.6,50031769.92552686,1080686230391
15,2011-12-30,2011Q4,20.3,50019079.40077624,1015387311836
16,2012-03-30,2012Q1,26.5,50018350.8858441,1325486298475
17,2012-06-29,2012Q2,25.9,50029370.19004241,1295760687922
18,2012-09-28,2012Q3,17.6,50028349.018240966,880498942721
19,2012-12-28,2012Q4,15.9,50025666.57367183,795408098521
20,2013-03-29,2013Q1,14.1,50034894.25386948,705492008980
21,2013-06-28,2013Q2,13.8,50009636.5308489,690132984126
22,2013-09-30,2013Q3,12.5,50010603.04837641,625132538105
23,2013-12-31,2013Q4,11.6,50018196.60072012,580211080568
24,2014-03-31,2014Q1,11.8,50023715.26160534,590279840087
25,2014-06-30,2014Q2,10.9,50029927.68118172,545326211725
26,2014-09-30,2014Q3,10.2,50038118.635337,510388810080
27,2014-12-31,2014Q4,9.5,70039759.72540046,665377717391
28,2015-03-31,2015Q1,8.3,70059272.79542686,581491964202
29,2015-06-30,2015Q2,10.4,72199503.81500725,750874839676
30,2015-09-30,2015Q3,8.5,72047878.7072749,612406969012
31,2015-12-31,2015Q4,9.0,72000393.25351743,648003539282
32,2016-03-31,2016Q1,10.2,71889891.69675091,733276895307
33,2016-06-30,2016Q2,19.1,72116656.56653103,1377428140421
34,2016-09-30,2016Q3,15.6,71851991.01667099,1120891059860
35,2016-12-30,2016Q4,11.75,71715958.44332793,842662511709
36,2017-03-31,2017Q1,13.15,71222980.36128242,936582191751
37,2017-06-30,2017Q2,14.45,71577177.94663368,1034290221329
38,2017-09-29,2017Q3,11.4,71608781.80589958,816340112587
39,2017-12-29,2017Q4,11.25,71532667.21416187,804742506159
40,2018-03-30,2018Q1,9.06,68430190.98282027,619977530304
41,2018-06-29,2018Q2,7.68,68273093.43602,524337357589
42,2018-09-28,2018Q3,6.94,68230611.6876024,473520445112
43,2018-12-28,2018Q4,6.78,68208945.77359685,462456652345
44,2019-03-29,2019Q1,6.14,68180124.7852428,418625966181
45,2019-06-28,2019Q2,5.36,68141643.57425158,365239209558
46,2019-09-30,2019Q3,5.0,68326717.41888708,341633587094
47,2019-12-31,2019Q4,4.67,68241568.98106402,318688127142
48,2020-03-31,2020Q1,3.83,68420321.24165313,262049830356
49,2020-06-30,2020Q2,4.9,70238858.5934562,344170407108
50,2020-09-30,2020Q3,6.48,68220057.94517495,442065975485
51,2020-12-31,2020Q4,7.86,68006216.34636432,534528860482
52,2021-03-31,2021Q1,12.95,68100701.05591138,881904078674
53,2021-06-30,2021Q2,11.15,68911315.24725275,768361165007
54,2021-09-30,2021Q3,14.6,69849634.78411202,1019804667848
55,2021-12-31,2021Q4,15.6,71269654.60168126,1111806611786
