,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2009Q1,112126.0,41102.0,80874.0,80874.0,80874.0,13651404.0,2426318.0,5859178.0,11295868.0,775896.0,10207729.0,2355536.0,2045649.0,249959.0,404.0,11778.0,0.0,3.5,0.58
1,2009Q2,,,,,,19222692.0,6168272.0,7053415.0,16873216.0,5247938.0,11351615.0,2349476.0,2043043.0,249406.0,404.0,11747.0,79.14,0.0,0.0
2,2009Q3,,,,,,21155732.0,6080513.0,8511512.0,18725934.0,5930839.0,12428989.0,2429797.0,2062969.0,323785.0,404.0,12149.0,76.91,0.0,0.0
3,2009Q4,,,,,,27439496.0,6323674.0,12701664.0,25022341.0,10127668.0,14486931.0,2417155.0,2043043.0,321108.0,404.0,12086.0,54.16,0.0,0.0
4,2010Q1,212316.0,127257.0,161086.0,120856.0,120856.0,24970621.0,3016963.0,13334778.0,22432520.0,5272746.0,15478313.0,2538101.0,2043043.0,426464.0,604.0,12691.0,32.44,4.88,0.46
5,2010Q2,351026.0,140646.0,159058.0,120925.0,120925.0,34179243.0,3474393.0,18191839.0,31472390.0,4890104.0,19613116.0,2706853.0,2042740.0,580588.0,1209.0,13534.0,12.99,4.61,0.41
6,2010Q3,242789.0,169829.0,159227.0,119385.0,119385.0,40192973.0,7773810.0,20436607.0,37601251.0,7462544.0,23197704.0,2591723.0,2042740.0,445494.0,1807.0,12991.0,6.47,4.51,0.32
7,2010Q4,414847.0,243652.0,178734.0,134185.0,134185.0,51135878.0,11636741.0,24301533.0,46937988.0,13271539.0,25633644.0,4197891.0,3590259.0,423653.0,2387.0,12002.0,5.11,3.95,0.29
8,2011Q1,393540.0,227208.0,202367.0,151857.0,151857.0,55815813.0,14212906.0,24804475.0,51417067.0,17304488.0,27779502.0,4398746.0,3590259.0,622993.0,2177.0,12577.0,4.41,3.54,0.28
9,2011Q2,405957.0,254787.0,208489.0,157893.0,157893.0,61038839.0,17526332.0,26596864.0,55598682.0,17664492.0,33145155.0,5440157.0,4908536.0,362325.0,2022.0,11296.0,4.06,3.21,0.27
10,2011Q3,579642.0,303724.0,296424.0,222512.0,222512.0,69751570.0,19470096.0,27958617.0,64072367.0,21476349.0,32610899.0,5679203.0,4908536.0,604461.0,1918.0,11793.0,3.86,4.0,0.34
11,2011Q4,517572.0,339035.0,294215.0,221168.0,221168.0,70992870.0,18845175.0,28853484.0,65158478.0,15909083.0,34785614.0,5834392.0,4908536.0,754376.0,1819.0,12115.0,3.24,3.84,0.31
12,2012Q1,568419.0,291509.0,300744.0,224621.0,224621.0,74369788.0,25722843.0,31136927.0,68245524.0,20110579.0,41879378.0,6124264.0,4908536.0,943463.0,1858.0,12717.0,5.49,3.76,0.31
13,2012Q2,429669.0,312631.0,300750.0,222617.0,222617.0,80985939.0,30376777.0,30325487.0,75290782.0,23558009.0,44733110.0,5695157.0,4908536.0,524605.0,1868.0,11826.0,4.71,3.77,0.29
14,2012Q3,384891.0,1042532.0,-1706760.0,-1706769.0,-1706769.0,103785374.0,26064765.0,45249714.0,95458919.0,21081403.0,65285012.0,8324165.0,8959991.0,-1129666.0,-2158.0,9389.0,-2.97,-24.35,-1.85
15,2012Q4,321991.0,653275.0,1132848.0,1132436.0,1132436.0,117569220.0,30139872.0,55561872.0,108061625.0,21777251.0,77598520.0,9504834.0,8962252.0,24849.0,-229.0,10721.0,-25.35,12.7,1.02
16,2013Q1,427623.0,455596.0,217613.0,163068.0,163068.0,104399893.0,19141737.0,53779198.0,94709009.0,11275771.0,78411151.0,9688119.0,8962252.0,242339.0,-290.0,10928.0,-22.75,1.7,0.15
17,2013Q2,650746.0,427269.0,183070.0,141156.0,141156.0,104524798.0,19238900.0,56641173.0,94746632.0,12709950.0,76861240.0,9775415.0,8962252.0,350717.0,-360.0,11026.0,-19.17,1.45,0.14
18,2013Q3,550116.0,378990.0,314256.0,236115.0,236115.0,116764310.0,18961442.0,63744040.0,106721914.0,14502364.0,80583385.0,10039644.0,8962252.0,623287.0,1956.0,11324.0,3.48,2.38,0.21
19,2013Q4,670817.0,407478.0,287389.0,217074.0,217074.0,143740239.0,30312264.0,75184324.0,133410043.0,20685381.0,90714318.0,10327420.0,8962252.0,847436.0,855.0,11649.0,8.07,2.13,0.17
20,2014Q1,349554.0,381776.0,276693.0,216589.0,216589.0,128031122.0,11351778.0,81355356.0,117446225.0,3180794.0,98082271.0,10582099.0,8962252.0,972275.0,915.0,11936.0,12.13,2.07,0.16
21,2014Q2,760247.0,284619.0,228720.0,185395.0,185395.0,140610577.0,18040073.0,90198702.0,129809271.0,10570645.0,109470957.0,10798507.0,8962252.0,1208675.0,965.0,12180.0,10.05,1.73,0.14
22,2014Q3,734939.0,430884.0,235541.0,190402.0,190402.0,153159691.0,24990971.0,94789342.0,142812575.0,19490882.0,114740207.0,10344281.0,8962252.0,761721.0,914.0,11668.0,10.07,1.8,0.13
23,2014Q4,972818.0,521877.0,281713.0,226010.0,226010.0,169363239.0,29520150.0,102890413.0,158844122.0,28357378.0,123214671.0,10516234.0,8962252.0,927896.0,924.0,11862.0,8.77,2.17,0.14
24,2015Q1,616774.0,460070.0,208596.0,165708.0,165708.0,165929895.0,17163250.0,110848762.0,155247813.0,12156903.0,134601536.0,10682082.0,8962251.0,979957.0,866.0,12049.0,9.93,1.57,0.1
25,2015Q2,840878.0,342478.0,271552.0,213650.0,213650.0,177746326.0,18544531.0,117447706.0,166850657.0,17218830.0,140947733.0,10895669.0,8962251.0,1176000.0,898.0,12290.0,9.13,1.98,0.12
26,2015Q3,811382.0,608841.0,247468.0,192899.0,192899.0,183308815.0,23046426.0,121306170.0,172231468.0,18762221.0,144220906.0,11077347.0,9582401.0,746496.0,897.0,11678.0,7.47,1.76,0.11
27,2015Q4,1171186.0,623630.0,298960.0,239506.0,239506.0,204764526.0,29826302.0,130005807.0,193506931.0,28144411.0,148812924.0,11257595.0,9582401.0,918015.0,896.0,11868.0,7.26,2.14,0.12
28,2016Q1,888494.0,506872.0,304950.0,244346.0,244346.0,203630991.0,25291400.0,136057728.0,192079594.0,24462489.0,154816894.0,11551397.0,9582401.0,1103256.0,967.0,12177.0,6.72,2.14,0.12
29,2016Q2,769203.0,541996.0,219919.0,179849.0,179849.0,212005890.0,26528583.0,139397462.0,200251304.0,27688807.0,159268091.0,11754586.0,9582401.0,1305029.0,915.0,12392.0,6.66,1.54,0.09
30,2016Q3,717163.0,623534.0,263600.0,203464.0,203464.0,215007857.0,24411462.0,145627057.0,203043710.0,21991856.0,163082658.0,11964147.0,9582401.0,1508215.0,915.0,12612.0,5.03,1.72,0.1
31,2016Q4,1840419.0,885775.0,375945.0,311622.0,311622.0,234785824.0,30930113.0,160584473.0,221502880.0,32134175.0,166809425.0,13282944.0,11293347.0,2334.0,991.0,14010.0,4.64,2.47,0.14
32,2017Q1,924533.0,553602.0,307106.0,245042.0,245042.0,247910479.0,31271036.0,170155537.0,234451112.0,35861057.0,176008330.0,13459367.0,11293347.0,1129511.0,959.0,12026.0,5.94,1.84,0.1
