quarter,change_perc_mean,change_perc_stdv
2010Q1,0.8876470588235293,6.399267954457071
2010Q2,-0.17612903225806448,3.4538063368674763
2010Q3,-0.43515625,2.7752254261004823
2010Q4,-0.28318181818181826,4.068914865393252
2011Q1,-0.5966666666666668,2.7107460315601397
2011Q2,0.15131147540983608,2.6057196545355343
2011Q3,-0.24169230769230768,2.903512188513449
2011Q4,0.13230769230769232,2.844842795102421
2012Q1,0.5993220338983051,3.1136140794718674
2012Q2,0.2679032258064516,3.054448053006306
2012Q3,-0.08874999999999997,2.206115957751908
2012Q4,0.23153846153846155,2.152813733501774
2013Q1,0.8610344827586208,2.7364964728934886
2013Q2,0.099016393442623,2.1859404573455583
2013Q3,0.3635384615384616,2.6171814698552804
2013Q4,0.2675757575757576,1.3089209420870431
2014Q1,0.4003571428571429,1.83017332938288
2014Q2,-0.16540983606557372,2.982746817823292
2014Q3,0.12906250000000002,1.9910727098009968
2014Q4,0.11454545454545453,1.0682137236717004
2015Q1,0.06196428571428571,1.444766630595792
2015Q2,0.12262295081967214,2.239911383395442
2015Q3,-0.035076923076923054,2.676831220793605
2015Q4,0.27893939393939393,1.786069280065438
2016Q1,0.07559322033898304,1.294950766187578
2016Q2,0.24838709677419354,1.3001238195111593
2016Q3,0.3821538461538462,1.8389105914811459
2016Q4,-0.21646153846153843,1.5992971412948394
2017Q1,0.06457627118644069,1.298863325391831
2017Q2,0.025645161290322578,1.63675470684707
2017Q3,0.0025000000000000022,0.7674281932181224
2017Q4,-0.06215384615384614,1.6582487866606563
2018Q1,-0.07661016949152542,1.4069661787586298
2018Q2,-0.04564516129032259,1.9406874064955184
2018Q3,0.08999999999999994,2.7017578052251903
2018Q4,0.1429230769230769,1.6419298126337145
2019Q1,-0.03482758620689654,1.1807241925508147
2019Q2,0.0840983606557377,0.9384710562917045
2019Q3,0.0013846153846153915,1.1244941597823508
2019Q4,0.02090909090909091,0.6886859891186923
2020Q1,-0.011016949152542378,1.4853940553630112
2020Q2,0.24741935483870964,1.87503524380767
2020Q3,0.4209230769230769,2.311775375034388
2020Q4,0.37727272727272726,2.1709165348761346
2021Q1,0.9,4.275256840545557
2021Q2,-0.028870967741935476,2.4976973689805106
2021Q3,0.14656249999999998,2.7508176093374983
2021Q4,0.43136363636363634,3.80857166295819
2022Q1,0.9472413793103448,4.33155528694622
2022Q2,-0.32262295081967207,3.1541036241904203
2022Q3,-0.05250000000000003,2.0925301765285345
