,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2012Q2,,,,,,1412127.0,,2008132.0,1517144.0,1016771.0,490987.0,0.0,0.0,12371.0,0.0,0.0,2.46,0.6
1,2012Q3,105423.0,23701.0,15400.0,11529.0,11529.0,1499996.0,,2091234.0,1588718.0,1088354.0,502516.0,0.0,290.0,12661.0,0.0,10.94,2.4,0.58
2,2012Q4,72142.0,21094.0,5177.0,3081.0,3081.0,1742690.0,,2265538.0,1759841.0,1259841.0,505697.0,,367.0,12693.0,0.0,4.27,2.39,0.53
3,2013Q1,57083.0,11680.0,1997.0,1547.0,1547.0,1558378.0,,2083686.0,1606560.0,1106560.0,477126.0,,406.0,11976.0,0.0,2.71,0.0,0.0
4,2013Q2,85901.0,29791.0,15239.0,11446.0,11446.0,1565430.0,,2091597.0,1605225.0,1105225.0,486372.0,,693.0,12208.0,0.0,13.32,2.48,0.58
5,2013Q3,141196.0,58047.0,47819.0,35861.0,35861.0,1456314.0,,1981776.0,1459543.0,959543.0,522233.0,,1304.0,13108.0,0.0,25.4,2.31,0.61
6,2013Q4,114640.0,35252.0,21975.0,12880.0,12880.0,1573425.0,,2097516.0,1563803.0,1063803.0,533713.0,,1550.0,13396.0,0.0,11.24,2.26,0.58
7,2014Q1,111319.0,53228.0,41494.0,32366.0,32366.0,2453188.0,,2496016.0,1939421.0,1939421.0,556595.0,,2323.0,13971.0,0.0,29.07,17.64,4.27
8,2014Q2,163686.0,58993.0,46633.0,39747.0,39747.0,1754126.0,,1802155.0,1246073.0,1246073.0,556081.0,,3033.0,13958.0,0.0,24.28,22.29,5.77
9,2014Q3,151962.0,51638.0,37644.0,29377.0,29377.0,2745885.0,,2792903.0,2105844.0,2105844.0,687058.0,,2287.0,13741.0,0.0,19.33,19.61,4.98
10,2014Q4,187354.0,87150.0,54227.0,42484.0,42484.0,2562244.0,,2688645.0,1959103.0,1959103.0,729542.0,,2879.0,14591.0,0.0,22.68,22.77,5.89
11,2015Q1,138091.0,61131.0,42561.0,33265.0,31955.0,2827309.0,,2893777.0,2053642.0,2053248.0,762783.0,77352.0,2871.0,15256.0,0.0,24.09,20.99,5.64
12,2015Q2,255207.0,188161.0,168309.0,132905.0,132377.0,2738109.0,,2799361.0,1900524.0,1898642.0,824149.0,74688.0,4724.0,16483.0,0.0,52.08,31.46,8.45
13,2015Q3,118093.0,45212.0,28979.0,22216.0,22763.0,3220613.0,,3303551.0,2382516.0,2380638.0,846903.0,74132.0,4592.0,16938.0,0.0,18.81,29.03,7.86
14,2015Q4,195367.0,93637.0,62431.0,51762.0,51137.0,2994770.0,,3076738.0,2103940.0,2103548.0,898040.0,74757.0,4765.0,17961.0,0.0,26.49,28.6,7.89
15,2016Q1,159739.0,124697.0,81171.0,64828.0,64396.0,2940390.0,1301429.0,2995487.0,1932905.0,1932513.0,1062582.0,73288.0,5156.0,20240.0,0.0,40.58,29.81,8.89
16,2016Q2,192090.0,133105.0,76322.0,63909.0,62777.0,2926450.0,1630907.0,2963134.0,1915350.0,1913183.0,1047784.0,74419.0,2394.0,12474.0,0.0,33.27,20.86,6.52
17,2016Q3,256515.0,169110.0,123610.0,98992.0,98736.0,2977289.0,1333359.0,3013099.0,1846322.0,1844155.0,1166776.0,76577.0,3221.0,13567.0,0.0,38.59,26.54,9.2
18,2016Q4,285159.0,204307.0,134779.0,109781.0,109142.0,3075626.0,1397155.0,3110548.0,1833990.0,1667101.0,1276558.0,77216.0,3247.0,12370.0,0.0,38.5,29.9,11.16
19,2017Q1,278248.0,204027.0,142142.0,121735.0,118535.0,2956245.0,1641226.0,2995579.0,1597303.0,1596924.0,1398276.0,80408.0,3771.0,13549.0,0.0,43.75,31.84,12.88
20,2017Q2,322269.0,245707.0,194955.0,159501.0,159501.0,3924643.0,2199488.0,3969000.0,2556041.0,2556041.0,1412959.0,,4708.0,13691.0,0.0,49.49,36.99,14.85
21,2017Q3,412050.0,329382.0,250279.0,200223.0,200223.0,5222461.0,3199099.0,5360698.0,2705954.0,2609843.0,2654744.0,,5198.0,25724.0,11.48,48.59,34.85,15.22
22,2017Q4,534862.0,324192.0,211772.0,180167.0,180167.0,6342807.0,3437438.0,6402012.0,3382617.0,3234476.0,3019395.0,,5645.0,25162.0,13.82,33.68,31.04,14.06
23,2018Q1,570570.0,474284.0,404604.0,332304.0,332304.0,7113172.0,4079615.0,7176056.0,3584778.0,3375088.0,3591278.0,,7411.0,29928.0,14.57,58.24,32.67,15.23
24,2018Q2,457358.0,317048.0,237454.0,198337.0,198337.0,7833013.0,4381058.0,7919210.0,4323223.0,4152209.0,3595986.0,,7703.0,29967.0,10.71,43.37,28.33,13.57
25,2018Q3,386375.0,288980.0,200925.0,160639.0,160639.0,7290046.0,4074465.0,7370345.0,3595086.0,3418295.0,3775259.0,,6779.0,23161.0,9.56,41.58,24.93,12.08
26,2018Q4,407176.0,270989.0,160089.0,131341.0,131341.0,6430494.0,2791582.0,6509996.0,2867018.0,2753315.0,3642978.0,,5883.0,22350.0,7.91,32.26,22.53,11.36
27,2019Q1,366824.0,293520.0,248812.0,202555.0,202555.0,5427448.0,2316733.0,5503683.0,1887741.0,1798723.0,3615942.0,,4626.0,22184.0,8.17,55.22,18.94,10.15
28,2019Q2,405961.0,216055.0,170995.0,139639.0,139639.0,6115162.0,3013508.0,6187155.0,2689163.0,2642796.0,3497992.0,,3952.0,21467.0,7.64,34.4,17.46,9.92
29,2019Q3,345743.0,249445.0,185029.0,150444.0,150444.0,6494623.0,2943910.0,6565028.0,2772229.0,2688351.0,3792799.0,,3825.0,23078.0,8.95,43.51,17.15,10.08
30,2019Q4,422416.0,319361.0,250153.0,200543.0,200543.0,7023103.0,3032275.0,7242960.0,3191354.0,3089095.0,4051606.0,,4240.0,24652.0,6.96,47.48,18.54,10.87
31,2020Q1,379075.0,164681.0,89723.0,118581.0,118581.0,7007205.0,2827948.0,7160412.0,3547479.0,3547479.0,3612933.0,,3719.0,21992.0,3.82,31.28,16.29,8.97
