,quarter,roa
0,2009Q4,2.99
1,2010Q2,0.45
2,2010Q3,0.44
3,2010Q4,0.82
4,2011Q1,0.07
5,2011Q2,0.08
6,2011Q3,0.02
7,2011Q4,0.48
8,2012Q1,0.03
9,2012Q2,0.66
10,2012Q3,0.08
11,2012Q4,0.03
12,2013Q1,0.02
13,2013Q2,0.26
14,2013Q3,0.03
15,2013Q4,0.0
16,2014Q1,0.03
17,2014Q2,0.09
18,2014Q3,0.1
19,2014Q4,0.58
20,2015Q1,0.0
21,2015Q2,0.35
22,2015Q3,0.06
23,2015Q4,0.1
24,2016Q1,0.09
25,2016Q2,0.1
26,2016Q3,0.31
27,2016Q4,0.36
28,2017Q1,0.26
29,2017Q2,0.02
30,2017Q3,0.17
31,2017Q4,0.3
32,2018Q1,0.0
33,2018Q2,0.0
34,2018Q3,0.08
35,2018Q4,0.84
36,2019Q1,0.04
37,2019Q2,0.03
38,2019Q3,0.37
39,2019Q4,0.14
40,2020Q1,-0.08
41,2020Q2,0.11
42,2020Q3,0.09
43,2020Q4,0.11
44,2021Q1,0.0
45,2021Q2,0.0
46,2021Q3,-0.22
47,2021Q4,0.46
48,2022Q1,0.03
49,2022Q2,0.04
