,date,quarter,price,shares_est,lev,market_cap
0,2011-06-30,2011Q2,7.6,2335466.540254405,0.4929152143802928,17749545706
1,2011-09-30,2011Q3,6.7,2335529.886037677,0.5498543063152139,15648050236
2,2011-12-30,2011Q4,6.9,2335557.240333586,0.582178209925699,16115344958
3,2012-03-30,2012Q1,8.0,2335487.661574618,0.6301293310908935,18683901293
4,2012-06-29,2012Q2,8.2,2335471.064284624,0.701304527776974,19150862727
5,2012-09-28,2012Q3,8.4,2335520.856905786,0.7125628914294995,19618375198
6,2012-12-28,2012Q4,7.1,2335535.00660502,0.7324207685636386,16582298547
7,2013-03-29,2013Q1,10.0,2335510.4847026467,0.7154035562791881,23355104847
8,2013-06-28,2013Q2,10.5,2979991.2370381188,0.6518326338489469,31289907989
9,2013-09-30,2013Q3,10.0,2979992.6913941167,0.6945815049055579,29799926914
10,2013-12-31,2013Q4,12.5,2979835.626911315,0.7156457681025199,37247945336
11,2014-03-31,2014Q1,9.5,2980069.9980556094,0.7325031351882929,28310664982
12,2014-06-30,2014Q2,9.3,2980037.368472809,0.7662864443496876,27714347527
13,2014-09-30,2014Q3,10.5,4499901.185770751,0.6353437594261482,47248962451
14,2014-12-31,2014Q4,9.9,4499955.17705065,0.5777435641771937,44549556253
15,2015-03-31,2015Q1,9.5,4500175.839634254,0.5759144904435602,42751670477
16,2015-06-30,2015Q2,8.5,4500083.08408109,0.5401536652362043,38250706215
17,2015-09-30,2015Q3,9.0,4500165.7275439175,0.52878908367066,40501491548
18,2015-12-31,2015Q4,9.5,4499834.190018239,0.5377494226850048,42748424805
19,2016-03-31,2016Q1,9.0,6000263.48146847,0.4327407654396841,54002371333
20,2016-06-30,2016Q2,8.7,6000253.5282684015,0.4186950898673225,52202205696
21,2016-09-30,2016Q3,11.9,6000247.545176995,0.3791610783238615,71402945788
22,2016-12-30,2016Q4,10.0,5999918.890420958,0.4387353244858736,59999188904
23,2017-03-31,2017Q1,13.5,5999839.705057305,0.4794230923114902,80997836018
24,2017-06-30,2017Q2,10.1,6000000.0,0.5166635351592385,60600000000
25,2017-09-29,2017Q3,12.0,5999918.413967528,0.5053440831286679,71999020968
26,2017-12-29,2017Q4,12.5,6000000.0,0.5139852369877703,75000000000
27,2018-03-30,2018Q1,10.1,6000000.0,0.5088705853008084,60600000000
28,2018-06-29,2018Q2,8.0,6000082.189529054,0.5484477509698968,48000657516
29,2018-09-28,2018Q3,7.5,6000000.0,0.4779892049496344,45000000000
30,2018-12-28,2018Q4,8.0,7999666.026550889,0.3916041706622037,63997328212
31,2019-03-29,2019Q1,10.1,7999669.939764007,0.3394112814158403,80796666392
32,2019-06-28,2019Q2,9.6,8000163.02575807,0.3391553749147878,76801565047
33,2019-09-30,2019Q3,19.5,8799605.048510347,0.3189963898350373,171592298446
34,2019-12-31,2019Q4,18.5,8800033.189512115,0.328500333486341,162800614006
35,2020-03-31,2020Q1,17.0,8800130.633572828,0.2956885942151612,149602220771
36,2020-06-30,2020Q2,15.0,8800034.065746892,0.3180483212356814,132000510986
37,2020-09-30,2020Q3,13.9,8800233.352779398,0.2730289409231615,122323243604
38,2020-12-31,2020Q4,11.3,8799640.317174856,0.2558329225399202,99435935584
39,2021-03-31,2021Q1,13.0,8800064.288010286,0.2478794480190149,114400835744
40,2021-06-30,2021Q2,12.0,8800148.772625837,0.2467048226887442,105601785272
41,2021-09-30,2021Q3,14.0,8800125.954498937,0.2356480579024693,123201763363
42,2021-12-31,2021Q4,17.6,8800060.381915616,0.2530080326174188,154881062722
43,2022-03-31,2022Q1,17.0,8799755.624236327,0.200262591040097,149595845612
44,2022-06-30,2022Q2,15.0,8799909.084021516,0.2095735834281057,131998636260
