quarter,trend
2005Q1,100.0
2005Q2,0.0
2005Q3,16.8
2005Q4,68.8
2006Q1,96.0
2006Q2,0.0
2006Q3,0.0
2006Q4,10.4
2007Q1,0.0
2007Q2,11.2
2007Q3,3.2
2007Q4,4.0
2008Q1,18.4
2008Q2,0.0
2008Q3,4.0
2008Q4,0.0
2009Q1,0.0
2009Q2,3.2
2009Q3,1.6
2009Q4,0.0
2010Q1,0.0
2010Q2,0.0
2010Q3,0.0
2010Q4,3.2
2011Q1,2.4
2011Q2,1.6
2011Q3,0.0
2011Q4,0.8
2012Q1,1.6
2012Q2,0.8
2012Q3,2.4
2012Q4,2.4
2013Q1,0.8
2013Q2,0.8
2013Q3,0.0
2013Q4,0.8
2014Q1,2.4
2014Q2,1.6
2014Q3,0.8
2014Q4,0.8
2015Q1,0.8
2015Q2,2.4
2015Q3,1.6
2015Q4,1.6
2016Q1,2.4
2016Q2,2.4
2016Q3,0.8
2016Q4,2.4
2017Q1,2.4
2017Q2,1.6
2017Q3,2.4
2017Q4,2.4
2018Q1,2.4
2018Q2,2.4
2018Q3,2.4
2018Q4,2.4
2019Q1,3.2
2019Q2,4.0
2019Q3,3.2
2019Q4,2.4
2020Q1,2.4
2020Q2,2.4
2020Q3,2.4
2020Q4,2.4
2021Q1,2.4
2021Q2,3.2
2021Q3,4.8
2021Q4,5.6
2022Q1,5.6
2022Q2,2.4
2022Q3,2.4
