,quarter,roa
0,2011Q1,1.84
1,2011Q2,1.94
2,2011Q3,1.58
3,2012Q1,1.68
4,2012Q2,1.33
5,2012Q3,2.27
6,2012Q4,1.97
7,2013Q1,1.99
8,2013Q2,2.28
9,2013Q3,2.17
10,2013Q4,1.56
11,2014Q1,1.74
12,2014Q2,0.77
13,2014Q3,1.66
14,2014Q4,0.45
15,2015Q1,2.42
16,2015Q2,2.89
17,2015Q3,2.61
18,2015Q4,0.45
19,2016Q1,2.15
20,2016Q2,2.31
21,2016Q3,1.8
22,2016Q4,1.08
23,2017Q1,2.66
24,2017Q2,2.52
25,2017Q3,2.13
26,2017Q4,3.11
27,2018Q1,2.48
28,2018Q2,4.07
29,2018Q3,2.28
30,2018Q4,2.31
31,2019Q1,1.67
32,2019Q2,1.44
33,2019Q3,1.79
34,2019Q4,1.86
35,2020Q1,1.48
36,2020Q2,1.69
37,2020Q3,1.45
38,2020Q4,1.93
39,2021Q1,1.64
40,2021Q2,1.66
41,2021Q3,1.85
42,2021Q4,0.55
43,2022Q1,1.26
44,2022Q2,1.31
