,quarter,roa
0,2006Q3,0.62
1,2006Q4,0.91
2,2007Q1,0.29
3,2007Q2,0.82
4,2007Q3,1.34
5,2007Q4,2.88
6,2008Q1,4.41
7,2008Q2,2.83
8,2008Q3,1.07
9,2008Q4,-0.67
10,2009Q1,0.7
11,2009Q2,0.95
12,2009Q3,1.36
13,2009Q4,1.97
14,2010Q1,0.94
15,2010Q2,2.68
16,2010Q3,1.48
17,2010Q4,1.01
18,2011Q1,1.34
19,2011Q2,2.87
20,2011Q3,2.46
21,2011Q4,-0.09
22,2012Q1,1.23
23,2012Q2,2.19
24,2012Q3,3.53
25,2012Q4,2.36
26,2013Q1,2.83
27,2013Q2,4.91
28,2013Q3,2.43
29,2013Q4,0.8
30,2014Q1,0.47
31,2014Q2,0.88
32,2014Q3,1.89
33,2014Q4,3.46
34,2015Q1,2.16
35,2015Q2,5.91
36,2015Q3,5.48
37,2015Q4,3.25
38,2016Q1,3.47
39,2016Q2,8.66
40,2016Q3,6.21
41,2016Q4,3.31
42,2017Q1,3.23
43,2017Q2,5.2
44,2017Q3,2.67
45,2017Q4,2.17
46,2018Q1,2.48
47,2018Q2,5.74
48,2018Q3,3.6
49,2018Q4,4.5
50,2019Q1,3.89
51,2019Q2,4.67
52,2019Q3,3.28
53,2019Q4,3.84
54,2020Q1,3.31
55,2020Q2,5.45
56,2020Q3,3.53
57,2020Q4,3.55
58,2021Q1,3.81
59,2021Q2,6.5
60,2021Q3,4.69
61,2021Q4,1.55
62,2022Q1,3.24
63,2022Q2,7.23
