,quarter,roa
0,2014Q1,3.27
1,2014Q2,5.68
2,2014Q3,4.03
3,2015Q1,3.02
4,2015Q2,4.02
5,2015Q3,1.66
6,2015Q4,0.73
7,2016Q1,3.64
8,2016Q2,1.75
9,2016Q3,2.03
10,2016Q4,2.02
11,2017Q1,3.22
12,2017Q2,2.73
13,2017Q3,0.11
14,2017Q4,-0.34
15,2018Q1,1.99
16,2018Q2,1.24
17,2018Q3,0.57
18,2018Q4,3.56
19,2019Q1,1.6
20,2019Q2,0.34
21,2019Q3,-1.75
22,2019Q4,3.81
23,2020Q1,0.11
24,2020Q2,0.29
25,2020Q3,0.12
26,2020Q4,4.75
27,2021Q1,0.09
28,2021Q2,2.87
29,2021Q3,1.36
30,2021Q4,0.54
31,2022Q1,1.01
32,2022Q2,3.23
