,quarter,roa
0,2004Q4,0.0
1,2005Q1,0.0
2,2005Q2,0.0
3,2005Q4,6.61
4,2006Q1,4.93
5,2006Q2,5.57
6,2006Q3,3.72
7,2006Q4,4.32
8,2007Q1,7.69
9,2007Q2,5.0
10,2007Q3,3.54
11,2007Q4,4.0
12,2008Q1,5.4
13,2008Q2,6.39
14,2008Q3,5.55
15,2008Q4,3.51
16,2009Q1,8.04
17,2009Q2,8.57
18,2009Q3,10.2
19,2009Q4,7.51
20,2010Q1,9.34
21,2010Q2,9.45
22,2010Q3,11.05
23,2010Q4,7.07
24,2011Q1,8.73
25,2011Q2,8.21
26,2011Q3,7.32
27,2011Q4,6.97
28,2012Q1,7.71
29,2012Q2,8.49
30,2012Q3,7.93
31,2012Q4,8.97
32,2013Q1,7.6
33,2013Q2,8.84
34,2013Q3,8.09
35,2013Q4,6.75
36,2014Q1,6.01
37,2014Q2,6.7
38,2014Q3,5.78
39,2014Q4,6.96
40,2015Q1,5.9
41,2015Q2,8.06
42,2015Q3,8.03
43,2015Q4,7.1
44,2016Q1,7.63
45,2016Q2,9.57
46,2016Q3,8.87
47,2016Q4,6.41
48,2017Q1,9.71
49,2017Q2,9.27
50,2017Q3,8.48
51,2017Q4,5.27
52,2018Q1,7.72
53,2018Q2,7.46
54,2018Q3,7.29
55,2018Q4,6.44
56,2019Q1,7.38
57,2019Q2,7.39
58,2019Q3,6.7
59,2019Q4,5.19
60,2020Q1,6.09
61,2020Q2,6.42
62,2020Q3,6.15
63,2020Q4,4.42
64,2021Q1,5.18
65,2021Q2,5.45
66,2021Q3,5.57
67,2021Q4,4.17
68,2022Q1,4.26
69,2022Q2,3.9
