,date,quarter,price,shares_est,market_cap
0,2009-12-31,2009Q4,66.0,7999804.61117624,527987104338
1,2010-03-31,2010Q1,66.0,8000172.741406115,528011400933
2,2010-06-30,2010Q2,78.0,8000047.187617969,624003680634
3,2010-09-30,2010Q3,31.8,15999588.815789474,508786924342
4,2010-12-31,2010Q4,28.7,15999868.637110015,459196229885
5,2011-03-31,2011Q1,22.9,16000123.076923076,366402818462
6,2011-06-30,2011Q2,19.9,15999585.308056872,318391747630
7,2011-09-30,2011Q3,15.5,16000283.720138457,248004397662
8,2011-12-30,2011Q4,7.0,32001116.160408195,224007813123
9,2012-03-30,2012Q1,8.6,32000478.31632653,275204113520
10,2012-06-29,2012Q2,9.5,31999842.792013835,303998506524
11,2012-09-28,2012Q3,7.6,31999112.360381685,243193253939
12,2012-12-28,2012Q4,10.8,41999395.4050786,453593470375
13,2013-03-29,2013Q1,11.4,41999166.5403849,478790498560
14,2013-06-28,2013Q2,9.4,52497943.51521799,493480669043
15,2013-09-30,2013Q3,8.8,52800401.81691125,464643535989
16,2013-12-31,2013Q4,12.5,52800683.846218,660008548078
17,2014-03-31,2014Q1,16.3,74998876.88984881,1222481693305
18,2014-06-30,2014Q2,14.9,74997321.50330627,1117460090399
19,2014-09-30,2014Q3,15.4,74999247.42871478,1154988410402
20,2014-12-31,2014Q4,14.0,75000747.94315632,1050010471204
21,2015-03-31,2015Q1,17.0,100699457.9548784,1711890785233
22,2015-06-30,2015Q2,16.3,106242742.7775844,1731756707275
23,2015-09-30,2015Q3,17.8,116861405.33056422,2080133014884
24,2015-12-31,2015Q4,18.9,117261948.89447902,2216250834106
25,2016-03-31,2016Q1,16.3,117263876.50085764,1911401186964
26,2016-06-30,2016Q2,15.3,117266147.90915418,1794172063010
27,2016-09-30,2016Q3,14.5,117265398.09714572,1700348272409
28,2016-12-30,2016Q4,12.5,252993491.6320984,3162418645401
29,2017-03-31,2017Q1,20.6,252983832.5867861,5211466951288
30,2017-06-30,2017Q2,17.3,285663866.773793,4941984895187
31,2017-09-29,2017Q3,21.0,285656964.65696466,5998796257796
32,2017-12-29,2017Q4,21.55,302945254.5241505,6528470234995
33,2018-03-30,2018Q1,36.4,302938569.3541259,11026963924490
34,2018-06-29,2018Q2,27.15,342317782.152231,9293927785433
35,2018-09-28,2018Q3,30.1,349816496.003996,10529476529720
36,2018-12-28,2018Q4,23.8,349819656.4885496,8325707824427
37,2019-03-29,2019Q1,22.3,349815832.5846853,7800893066638
38,2019-06-28,2019Q2,18.65,349826815.1062911,6524270101732
39,2019-09-30,2019Q3,17.45,519767854.76792127,9069949065700
40,2019-12-31,2019Q4,14.5,519789387.7091196,7536946121782
41,2020-03-31,2020Q1,7.75,518797201.58922094,4020678312316
42,2020-06-30,2020Q2,11.2,520044890.3247747,5824502771637
43,2020-09-30,2020Q3,10.1,518278728.7458633,5234615160333
44,2020-12-31,2020Q4,15.95,518283273.73857766,8266618216130
45,2021-03-31,2021Q1,24.0,518287856.071964,12438908545727
46,2021-06-30,2021Q2,24.0,518283247.5974,12438797942338
47,2021-09-30,2021Q3,19.1,596038664.4832605,11384338491630
48,2021-12-31,2021Q4,35.0,596030243.6417086,20861058527460
49,2022-03-31,2022Q1,46.6,607530787.963124,28310934719082
50,2022-06-30,2022Q2,19.5,607525352.4715475,11846744373195
