Attributes,adjust,change_perc1,change_perc2,close,high,low,open,value_match,value_reconcile,volume_match,volume_reconcile,volume
Symbols,RAL,RAL,RAL,RAL,RAL,RAL,RAL,RAL,RAL,RAL,RAL,RAL
date,,,,,,,,,,,,
2006-12-06,13.67,0.0,0.0,86.0,86.0,86.0,86.0,3575880,0,41580,0,41580
2006-12-07,14.3,4.0,4.65,90.0,86.0,86.0,86.0,7897040,0,88780,0,88780
2006-12-08,14.94,4.0,4.44,94.0,94.0,94.0,94.0,787720,0,8380,0,8380
2006-12-11,15.65,4.5,4.79,98.5,98.5,98.5,98.5,1970000,0,20000,0,20000
2006-12-12,16.37,4.5,4.57,103.0,103.0,103.0,103.0,9401840,0,91280,0,91280
2006-12-13,17.16,5.0,4.85,108.0,108.0,108.0,108.0,6562080,0,60760,0,60760
2006-12-14,17.96,5.0,4.63,113.0,113.0,113.0,113.0,5657910,0,50070,0,50070
2006-12-15,18.28,2.0,1.77,115.0,113.0,113.0,113.0,11358530,0,100550,0,100550
2006-12-18,17.48,-5.0,-4.35,110.0,112.0,110.0,112.0,10072050,0,90730,0,90730
2006-12-19,16.85,-4.0,-3.64,106.0,106.0,105.0,105.0,6831430,0,64260,0,64260
2006-12-20,16.21,-4.0,-3.77,102.0,102.0,101.0,101.0,5449350,0,53730,0,53730
2006-12-21,17.0,5.0,4.9,107.0,107.0,107.0,107.0,17646440,0,164920,0,164920
2006-12-22,16.21,-5.0,-4.67,102.0,102.0,102.0,102.0,1888020,7140000,18510,70000,88510
2006-12-25,17.0,5.0,4.9,107.0,107.0,97.0,97.0,6195800,0,61300,0,61300
2006-12-26,17.0,0.0,0.0,107.0,107.0,107.0,107.0,7165790,0,66970,0,66970
2006-12-27,17.48,3.0,2.8,110.0,107.0,107.0,107.0,6914580,0,63690,0,63690
2006-12-28,17.48,0.0,0.0,110.0,110.0,108.0,108.0,7389840,0,67330,0,67330
2006-12-29,17.64,1.0,0.91,111.0,111.0,110.0,110.0,3989230,0,36160,0,36160
2007-01-02,17.64,5.0,4.72,111.0,111.0,106.0,111.0,4022000000,0,36510,0,36510
2007-01-03,17.48,-1.0,-0.9,110.0,111.0,110.0,111.0,0,0,10330,0,10330
2007-01-04,17.8,2.0,1.82,112.0,112.0,110.0,112.0,6237000000,0,55890,0,55890
2007-01-05,17.96,1.0,0.89,113.0,113.0,112.0,113.0,0,0,34340,0,34340
2007-01-08,17.48,-3.0,-2.65,110.0,110.0,108.0,110.0,146000000,0,23430,0,23430
2007-01-09,17.48,0.0,0.0,110.0,110.0,109.0,109.0,7614000000,0,69340,0,69340
2007-01-10,17.64,1.0,0.91,111.0,111.0,110.0,110.0,8360000000,0,75760,0,75760
2007-01-11,17.64,0.0,0.0,111.0,111.0,111.0,111.0,11310000000,0,101890,0,101890
2007-01-12,17.48,-1.0,-0.9,110.0,111.0,109.0,111.0,7284000000,0,66280,0,66280
2007-01-15,17.64,1.0,0.91,111.0,111.0,109.0,109.0,10809000000,0,97810,0,97810
