,quarter,roa
0,2010Q3,0.0
1,2011Q3,4.6
2,2011Q4,1.78
3,2012Q1,0.04
4,2012Q2,0.25
5,2012Q3,0.23
6,2012Q4,-0.09
7,2013Q1,0.02
8,2013Q2,-0.03
9,2013Q3,0.07
10,2013Q4,0.57
11,2014Q1,0.14
12,2014Q2,0.42
13,2014Q3,0.2
14,2014Q4,0.23
15,2015Q1,0.27
16,2015Q2,0.38
17,2015Q3,0.24
18,2015Q4,0.31
19,2016Q1,-0.01
20,2016Q2,-0.02
21,2016Q3,0.18
22,2016Q4,0.38
23,2017Q1,-0.03
24,2017Q2,0.01
25,2017Q3,0.0
26,2017Q4,0.62
27,2018Q1,0.02
28,2018Q2,0.03
29,2018Q3,0.01
30,2018Q4,0.61
31,2019Q1,0.0
32,2019Q2,0.16
33,2019Q3,0.01
34,2019Q4,0.51
35,2020Q1,0.01
36,2020Q2,0.16
37,2020Q3,0.01
38,2020Q4,0.33
39,2021Q1,0.02
40,2021Q2,-0.33
41,2021Q3,0.09
42,2021Q4,0.65
43,2022Q1,0.13
44,2022Q2,0.19
