,quarter,roa
0,2007Q4,8.71
1,2008Q1,3.82
2,2008Q2,3.26
3,2008Q3,1.45
4,2008Q4,1.68
5,2009Q1,2.71
6,2009Q2,0.0
7,2009Q3,2.97
8,2009Q4,2.79
9,2010Q1,2.76
10,2010Q2,4.3
11,2010Q3,3.82
12,2010Q4,2.44
13,2011Q1,4.38
14,2011Q2,6.0
15,2011Q3,3.87
16,2011Q4,3.32
17,2012Q1,2.14
18,2012Q2,2.71
19,2012Q3,1.7
20,2012Q4,1.37
21,2013Q1,1.57
22,2013Q2,1.54
23,2013Q3,1.73
24,2013Q4,0.36
25,2014Q1,1.5
26,2014Q2,2.37
27,2014Q3,7.5
28,2014Q4,0.96
29,2015Q1,2.27
30,2015Q2,1.78
31,2015Q3,1.25
32,2015Q4,1.55
33,2016Q1,2.21
34,2016Q2,4.16
35,2016Q3,2.67
36,2016Q4,2.11
37,2017Q1,2.08
38,2017Q2,2.73
39,2017Q3,3.32
40,2017Q4,3.7
41,2018Q1,1.96
42,2018Q2,6.46
43,2018Q3,10.85
44,2018Q4,6.77
45,2019Q1,4.9
46,2019Q2,6.27
47,2019Q3,3.98
48,2019Q4,3.04
49,2020Q1,2.33
50,2020Q2,3.27
51,2020Q3,2.55
52,2020Q4,2.16
53,2021Q1,1.82
54,2021Q2,3.43
55,2021Q3,3.18
56,2021Q4,5.4
57,2022Q1,5.76
58,2022Q2,7.19
