,quarter,roa
0,2013Q1,0.03
1,2013Q2,0.12
2,2013Q3,1.04
3,2013Q4,2.08
4,2014Q1,12.92
5,2014Q2,9.33
6,2014Q3,6.47
7,2014Q4,4.28
8,2015Q1,8.83
9,2015Q2,3.77
10,2015Q3,0.89
11,2015Q4,0.51
12,2016Q1,0.67
13,2016Q2,0.74
14,2016Q3,0.91
15,2016Q4,0.19
16,2017Q1,0.37
17,2017Q2,1.15
18,2017Q3,0.41
19,2017Q4,0.21
20,2018Q1,0.39
21,2018Q2,-0.13
22,2018Q3,-0.15
23,2018Q4,-0.09
24,2019Q1,0.05
25,2019Q2,0.16
26,2019Q3,0.19
27,2019Q4,0.96
28,2020Q1,-0.04
29,2020Q2,0.59
30,2020Q3,0.26
31,2020Q4,0.27
32,2021Q1,0.19
33,2021Q2,1.83
34,2021Q3,0.39
35,2021Q4,0.5
36,2022Q1,0.22
37,2022Q2,0.22
