quarter,trend
2005Q1,0.0
2005Q2,0.0
2005Q3,80.0
2005Q4,0.0
2006Q1,75.0
2006Q2,0.0
2006Q3,100.0
2006Q4,83.0
2007Q1,41.0
2007Q2,0.0
2007Q3,0.0
2007Q4,8.0
2008Q1,8.0
2008Q2,11.0
2008Q3,0.0
2008Q4,10.0
2009Q1,16.0
2009Q2,16.0
2009Q3,13.0
2009Q4,27.0
2010Q1,12.0
2010Q2,25.0
2010Q3,19.0
2010Q4,15.0
2011Q1,14.0
2011Q2,16.0
2011Q3,11.0
2011Q4,15.0
2012Q1,14.0
2012Q2,17.0
2012Q3,19.0
2012Q4,15.0
2013Q1,14.0
2013Q2,17.0
2013Q3,11.0
2013Q4,13.0
2014Q1,13.0
2014Q2,12.0
2014Q3,11.0
2014Q4,11.0
2015Q1,10.0
2015Q2,14.0
2015Q3,15.0
2015Q4,14.0
2016Q1,14.0
2016Q2,14.0
2016Q3,14.0
2016Q4,12.0
2017Q1,14.0
2017Q2,17.0
2017Q3,17.0
2017Q4,15.0
2018Q1,13.0
2018Q2,14.0
2018Q3,14.0
2018Q4,10.0
2019Q1,11.0
2019Q2,14.0
2019Q3,15.0
2019Q4,13.0
2020Q1,12.0
2020Q2,14.0
2020Q3,13.0
2020Q4,14.0
2021Q1,14.0
2021Q2,16.0
2021Q3,14.0
2021Q4,15.0
2022Q1,18.0
2022Q2,14.0
2022Q3,14.0
