,quarter,roa
0,2006Q4,3.17
1,2007Q1,0.85
2,2007Q2,0.96
3,2007Q3,0.96
4,2007Q4,1.92
5,2008Q1,1.17
6,2008Q2,1.06
7,2008Q3,1.0
8,2008Q4,0.01
9,2009Q1,0.58
10,2009Q2,0.43
11,2009Q3,0.4
12,2009Q4,-1.37
13,2010Q1,0.0
14,2010Q2,0.37
15,2010Q3,0.17
16,2010Q4,0.49
17,2011Q1,0.53
18,2011Q2,1.76
19,2011Q3,0.07
20,2011Q4,0.17
21,2012Q1,0.44
22,2012Q2,1.41
23,2012Q3,0.22
24,2012Q4,0.11
25,2013Q1,0.62
26,2013Q2,1.19
27,2013Q3,0.43
28,2013Q4,0.58
29,2014Q1,0.93
30,2014Q2,0.84
31,2014Q3,0.99
32,2014Q4,0.68
33,2015Q1,1.24
34,2015Q2,0.82
35,2015Q3,-0.34
36,2015Q4,0.19
37,2016Q1,0.41
38,2016Q2,1.59
39,2016Q3,1.57
40,2016Q4,1.58
41,2017Q1,1.11
42,2017Q2,1.53
43,2017Q3,0.34
44,2017Q4,1.37
45,2018Q1,0.29
46,2018Q2,0.17
47,2018Q3,0.02
48,2018Q4,-0.34
49,2019Q1,-0.59
50,2019Q2,0.19
51,2019Q3,0.93
52,2019Q4,0.06
53,2020Q1,-1.03
54,2020Q2,-0.3
55,2020Q3,0.68
56,2020Q4,0.86
57,2021Q1,-0.85
58,2021Q2,0.14
59,2021Q3,-1.26
60,2021Q4,1.86
61,2022Q1,-1.48
62,2022Q2,-0.37
63,2022Q3,-0.48
