,quarter,roa
0,2010Q3,1.78
1,2011Q1,0.17
2,2011Q2,0.46
3,2011Q3,0.5
4,2011Q4,0.41
5,2012Q1,0.15
6,2012Q2,0.19
7,2012Q3,0.24
8,2012Q4,0.42
9,2013Q1,0.06
10,2013Q2,0.42
11,2013Q3,0.22
12,2013Q4,0.49
13,2014Q1,0.07
14,2014Q2,0.42
15,2014Q3,0.26
16,2014Q4,0.38
17,2015Q1,0.04
18,2015Q2,0.14
19,2015Q3,0.2
20,2015Q4,0.34
21,2016Q1,0.04
22,2016Q2,0.09
23,2016Q3,0.28
24,2016Q4,0.39
25,2017Q1,0.05
26,2017Q2,0.06
27,2017Q3,0.08
28,2017Q4,0.59
29,2018Q1,0.07
30,2018Q2,-0.07
31,2018Q3,0.01
32,2018Q4,0.55
33,2019Q1,0.02
34,2019Q2,0.06
35,2019Q3,0.21
36,2019Q4,0.2
37,2020Q1,0.5
38,2020Q2,0.7
39,2020Q3,0.53
40,2020Q4,2.48
41,2021Q1,0.65
42,2021Q2,0.76
43,2021Q3,0.35
44,2021Q4,2.07
45,2022Q1,0.59
46,2022Q2,0.79
