,quarter,amihud,ln_amihud
0,2011Q1,0.0717728013773458,-2.6342496855954085
1,2011Q2,0.08622210680744412,-2.450828674709491
2,2011Q3,0.23946650318625967,-1.4293417333479312
3,2011Q4,0.019198114882535627,-3.952943187969957
4,2012Q1,0.019366080234251182,-3.944232184754226
5,2012Q2,0.01298292639821848,-4.344120138709015
6,2012Q3,0.10357990328989543,-2.2674119516622917
7,2012Q4,0.019666663248982016,-3.928830297525118
8,2013Q1,0.08242989561040745,-2.495807097060721
9,2013Q2,0.6587841785143937,-0.41735929657966975
10,2013Q3,5.367484586865962,1.680359379200018
11,2013Q4,2.486843838263791,0.911014371641048
12,2014Q1,0.8615028403407196,-0.14907692604835204
13,2014Q2,4.39778624278724,1.481101287674275
14,2014Q3,0.13438814019382678,-2.007023097392151
15,2014Q4,1.5295658992495662,0.42498396916583736
16,2015Q1,5.1860763647342685,1.645977412178569
17,2015Q2,17.44803711411501,2.859227156024244
18,2015Q3,6.661147203922932,1.8962917225597615
19,2015Q4,12.085563471562187,2.4920116387666558
20,2016Q1,18.215082847166858,2.902249978743725
21,2016Q2,3.8787936549247597,1.3555241916123177
22,2016Q3,1.8610994041047757,0.6211673905833095
23,2016Q4,0.48674655349296414,-0.7200117154062279
24,2017Q1,1.3296937153493926,0.2849486265020474
25,2017Q2,0.5677767890695343,-0.5660269144869349
26,2017Q3,0.5870560063765117,-0.5326350525018025
27,2017Q4,3.120955054777013,1.1381390622804348
28,2018Q1,0.5085752047884909,-0.6761421790730313
29,2018Q2,3.2910257383013986,1.1911992907453877
30,2018Q3,2.2381519696055565,0.805650511787009
31,2018Q4,0.7537345358148358,-0.2827150474830974
32,2019Q1,0.8571303252836763,-0.15416530043651658
33,2019Q2,2.465256438054752,0.9022958337489488
34,2019Q3,6.429276991114433,1.860862088865814
35,2019Q4,8.195815022752255,2.1036236609116497
36,2020Q1,7.845630258541086,2.0599567218415045
37,2020Q2,12.457064622112966,2.522287901504931
38,2020Q3,2.7703662816592276,1.0189795431033442
39,2020Q4,4.862821863962545,1.581618899856735
40,2021Q1,0.22205474254979507,-1.5048313394455568
41,2021Q2,0.05387220211316119,-2.92114066484115
42,2021Q3,0.3015708259898722,-1.1987503783298727
43,2021Q4,0.03259724723563476,-3.423527434799486
44,2022Q1,0.40187928264511463,-0.9116035273873407
45,2022Q2,1.9107223728134228,0.647481376218283
46,2022Q3,4.60942455194902,1.5281030231757111
