,timestamp,delta_volume,date,note
0,1436288400,40700000.0,2015-07-08,"Niêm yết cổ phiếu lần đầu - 40,700,000 CP"
1,1436979600,40700000.0,2015-07-16,"Giao dịch lần đầu - 40,700,000 CP"
2,1469638800,64305760.0,2016-07-28,"Niêm yết cổ phiếu bổ sung - 64,305,760 CP"
3,1470157200,61551006.0,2016-08-03,"Giao dịch bổ sung - 61,551,006 CP"
4,1484499600,3000000.0,2017-01-16,"Niêm yết cổ phiếu bổ sung - 3,000,000 CP"
5,1499965200,2754754.0,2017-07-14,"Giao dịch bổ sung - 2,754,754 CP"
6,1540659600,3000000.0,2018-10-28,"Giao dịch bổ sung - 3,000,000 CP"
7,1555866000,,2019-04-22,Đưa cổ phiếu vào diện cảnh báo
8,1567616400,,2019-09-05,Đưa cổ phiếu ra khỏi diện cảnh báo
9,1601226000,28000000.0,2020-09-28,"Niêm yết cổ phiếu bổ sung - 28,000,000 CP"
10,1602694800,28000000.0,2020-10-15,"Giao dịch bổ sung - 28,000,000 CP"
11,1618246800,67462380.0,2021-04-13,"Niêm yết cổ phiếu bổ sung - 67,462,380 CP"
12,1619110800,60262166.0,2021-04-23,"Giao dịch bổ sung - 60,262,166 CP"
13,1626368400,4069034.0,2021-07-16,"Niêm yết cổ phiếu bổ sung - 4,069,034 CP"
14,1626886800,4069034.0,2021-07-22,"Giao dịch bổ sung - 4,069,034 CP"
15,1631552400,90000000.0,2021-09-14,"Niêm yết cổ phiếu bổ sung - 90,000,000 CP"
16,1644426000,148768263.0,2022-02-10,"Niêm yết cổ phiếu bổ sung - 148,768,263 CP"
17,1644944400,144741486.0,2022-02-16,"Giao dịch bổ sung - 144,741,486 CP"
18,1647450000,7200214.0,2022-03-17,"Giao dịch bổ sung - 7,200,214 CP"
19,1652115600,57000000.0,2022-05-10,"Niêm yết cổ phiếu bổ sung - 57,000,000 CP"
20,1663606800,30162185.0,2022-09-20,"Niêm yết cổ phiếu bổ sung - 30,162,185 CP"
21,1664298000,25162185.0,2022-09-28,"Giao dịch bổ sung - 25,162,185 CP"
22,1675011600,4026777.0,2023-01-30,"Giao dịch bổ sung - 4,026,777 CP"
23,1681923600,57000000.0,2023-04-20,"Giao dịch bổ sung - 57,000,000 CP"
24,1689526800,90000000.0,2023-07-17,"Giao dịch bổ sung - 90,000,000 CP"
25,1724691600,5000000.0,2024-08-27,"Giao dịch bổ sung - 5,000,000 CP"
