,quarter,roa
0,2005Q1,0.0
1,2005Q2,0.0
2,2005Q3,0.0
3,2005Q4,18.1
4,2006Q1,5.85
5,2006Q2,10.58
6,2006Q3,10.24
7,2006Q4,7.51
8,2007Q1,5.07
9,2007Q2,6.83
10,2007Q3,5.23
11,2007Q4,4.36
12,2008Q1,5.05
13,2008Q2,4.2
14,2008Q3,4.95
15,2008Q4,2.24
16,2009Q1,7.06
17,2009Q2,13.89
18,2009Q3,10.76
19,2009Q4,5.97
20,2010Q1,5.95
21,2010Q2,8.75
22,2010Q3,7.66
23,2010Q4,8.08
24,2011Q1,5.55
25,2011Q2,6.92
26,2011Q3,5.9
27,2011Q4,7.08
28,2012Q1,6.64
29,2012Q2,6.75
30,2012Q3,6.65
31,2012Q4,7.09
32,2013Q1,5.53
33,2013Q2,7.46
34,2013Q3,5.35
35,2013Q4,5.33
36,2014Q1,4.88
37,2014Q2,6.2
38,2014Q3,4.42
39,2014Q4,5.61
40,2015Q1,5.49
41,2015Q2,8.05
42,2015Q3,5.21
43,2015Q4,4.72
44,2016Q1,8.27
45,2016Q2,6.12
46,2016Q3,7.46
47,2016Q4,2.97
48,2017Q1,3.55
49,2017Q2,4.64
50,2017Q3,4.24
51,2017Q4,4.27
52,2018Q1,3.07
53,2018Q2,5.08
54,2018Q3,4.18
55,2018Q4,3.13
56,2019Q1,3.25
57,2019Q2,4.28
58,2019Q3,4.29
59,2019Q4,3.32
60,2020Q1,3.53
61,2020Q2,5.19
62,2020Q3,4.91
63,2020Q4,3.55
64,2021Q1,2.84
65,2021Q2,1.48
66,2021Q3,-0.97
67,2021Q4,4.24
68,2022Q1,4.45
69,2022Q2,4.98
