,quarter,roa
0,2006Q2,7.76
1,2006Q3,0.0
2,2007Q1,3.0
3,2007Q2,7.86
4,2007Q3,7.77
5,2007Q4,5.76
6,2008Q1,2.72
7,2008Q2,4.36
8,2008Q3,4.73
9,2008Q4,6.04
10,2009Q1,5.13
11,2009Q2,4.98
12,2009Q3,4.49
13,2009Q4,4.93
14,2010Q1,3.2
15,2010Q2,3.85
16,2010Q3,2.71
17,2010Q4,5.04
18,2011Q1,10.89
19,2011Q2,6.4
20,2011Q3,5.23
21,2011Q4,5.93
22,2012Q1,3.17
23,2012Q2,1.94
24,2012Q3,3.09
25,2012Q4,4.68
26,2013Q1,5.66
27,2013Q2,4.94
28,2013Q3,2.18
29,2013Q4,4.94
30,2014Q1,5.08
31,2014Q2,1.87
32,2014Q3,2.91
33,2014Q4,5.06
34,2015Q1,3.29
35,2015Q2,4.02
36,2015Q3,6.35
37,2015Q4,5.38
38,2016Q1,4.42
39,2016Q2,4.85
40,2016Q3,6.26
41,2016Q4,6.51
42,2017Q1,5.38
43,2017Q2,4.82
44,2017Q3,3.17
45,2017Q4,6.12
46,2018Q1,4.07
47,2018Q2,2.33
48,2018Q3,3.18
49,2018Q4,5.24
50,2019Q1,5.77
51,2019Q2,3.71
52,2019Q3,3.17
53,2019Q4,6.74
54,2020Q1,5.32
55,2020Q2,3.9
56,2020Q3,4.8
57,2020Q4,3.78
58,2021Q1,2.57
59,2021Q2,1.46
60,2021Q3,3.28
61,2021Q4,7.81
62,2022Q1,8.17
63,2022Q2,6.49
