,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc,lev
0,2006Q2,59256.0,13783.0,4299209.17071755,,,0.2164109995185004
1,2006Q3,,0.0,,,,
2,2007Q1,59946.0,14661.0,4088807.039083282,,,0.17877691683411534
3,2007Q2,62048.0,15175.0,4088830.313014827,23.273931545205414,0.0005692075670424384,0.20457400450511493
4,2007Q3,63205.0,15459.0,4088556.8277378874,-273.48527693981305,-0.006689041841962772,0.2002201725942682
5,2007Q4,67866.0,16598.0,4088805.8802265334,249.05248864600435,0.00609108125798836,0.18907874072077022
6,2008Q1,69926.0,17102.0,4088761.548356917,-44.33186961617321,-0.0010842370994705748,0.15331339338999875
7,2008Q2,69931.0,15003.0,4661134.439778711,572372.8914217935,12.279690680815616,0.17926177830805964
8,2008Q3,69292.0,14866.0,4661105.879187408,-28.5605913028121,-0.0006127428134670736,0.1917248919042438
9,2008Q4,69656.0,11694.0,5956558.919103814,1295453.0399164064,21.74834594117155,0.19186727545835286
10,2009Q1,74140.0,12447.0,5956455.370772074,-103.54833174031228,-0.001738422019384498,0.1759547395194645
11,2009Q2,75334.0,12648.0,5956198.608475648,-256.76229642610997,-0.004310841751662515,0.17350711282068795
12,2009Q3,79553.0,13356.0,5956349.206349206,150.5978735582903,0.0025283587033104035,0.19216669687168886
13,2009Q4,88938.0,13207.0,6734156.129325358,777806.922976152,11.550176563163147,0.21045062133402026
14,2010Q1,82256.0,13810.0,5956263.577118031,-777892.5522073274,-13.060076038201702,0.28382119661638955
15,2010Q2,78252.0,13138.0,5956157.7104582125,-105.86665981821716,-0.0017774321125233056,0.3401327244505584
16,2010Q3,81170.0,13627.0,5956556.835693843,399.1252356301993,0.006700603161183598,0.34082086487663543
17,2010Q4,87135.0,14629.0,5956319.639073074,-237.19662076886743,-0.003982268164604076,0.3264615145323724
18,2011Q1,101969.0,17119.0,5956481.102868158,161.46379508450627,0.0027107245418231648,0.2908152599712394
19,2011Q2,97947.0,16444.0,5956397.470201897,-83.63266626093537,-0.0014040813541964748,0.3151395626004114
20,2011Q3,109780.0,15359.0,7147600.755257504,1191203.2850556066,16.66577815191206,0.19827208315120295
21,2011Q4,117945.0,16501.0,7147748.621295679,147.86603817529976,0.0020687078688631324,0.17229836296695117
22,2012Q1,122243.0,17103.0,7147459.51002748,-289.11126819904894,-0.004044951465530406,0.1642007372883855
23,2012Q2,105940.0,14822.0,7147483.470516799,23.960489318706095,0.0003352297269037774,0.15810386491752004
24,2012Q3,109817.0,15364.0,7147682.895079406,199.42456260696054,0.002790058897887706,0.1395944643308643
25,2012Q4,108504.0,15181.0,7147355.246689942,-327.64838946424425,-0.004584190629337805,0.15450550015190676
26,2013Q1,116025.0,16233.0,7147477.360931436,122.11424149386585,0.001708494274656259,0.10876144450346091
27,2013Q2,110068.0,15399.0,7147736.866030262,259.5050988262519,0.003630591104431309,0.13803985952433642
28,2013Q3,112405.0,15726.0,7147717.156301666,-19.709728595800698,-0.0002757485804880226,0.09138307257793976
