,quarter,roa
0,2009Q4,0.02
1,2010Q1,0.02
2,2010Q2,0.02
3,2010Q3,5.68
4,2010Q4,2.61
5,2011Q1,0.59
6,2011Q2,1.48
7,2011Q3,-0.81
8,2011Q4,1.71
9,2012Q1,5.82
10,2012Q2,6.21
11,2012Q3,-16.31
12,2012Q4,-15.37
13,2013Q1,-17.93
14,2013Q2,-21.06
15,2013Q3,8.37
16,2013Q4,14.43
17,2014Q1,14.03
18,2014Q2,14.16
19,2014Q3,16.13
20,2014Q4,20.61
21,2015Q1,18.3
22,2015Q2,14.93
23,2015Q3,11.09
24,2015Q4,9.58
25,2016Q1,10.26
26,2016Q2,9.75
27,2016Q3,8.69
28,2016Q4,5.7
29,2017Q1,4.16
30,2017Q2,4.62
31,2017Q3,4.39
32,2017Q4,5.3
33,2018Q1,9.07
34,2018Q2,9.86
35,2018Q3,17.89
36,2018Q4,15.26
37,2019Q1,13.06
38,2019Q2,10.7
39,2019Q3,6.19
40,2019Q4,6.15
41,2020Q1,2.24
42,2020Q2,4.08
43,2020Q3,8.06
44,2020Q4,6.56
45,2021Q1,13.65
46,2021Q2,3.94
47,2021Q3,4.99
48,2021Q4,4.18
49,2022Q1,5.16
50,2022Q2,0.82
