,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2007Q4,76087.0,22496.0,12125.0,11013.0,11013.0,1573439.0,,1677372.0,1069170.0,1069170.0,608202.0,0.0,734.0,40547.0,286.03,14.47,1.65,0.6
1,2008Q1,59173.0,42069.0,27855.0,25192.0,25192.0,1652102.0,,2190127.0,1576076.0,1576076.0,614050.0,0.0,2414.0,40937.0,34.31,42.57,1.63,0.46
2,2008Q2,38296.0,-332972.0,-348661.0,-349310.0,-349310.0,1310155.0,,1550324.0,359106.0,359106.0,1191218.0,0.0,-15767.0,26472.0,-2.04,-912.13,0.84,0.65
3,2008Q3,60652.0,42299.0,23872.0,23876.0,23876.0,1388318.0,,1660494.0,445405.0,445405.0,1215089.0,0.0,-10467.0,27002.0,-4.63,39.37,-31.88,-16.34
4,2008Q4,47187.0,-131448.0,-159045.0,-155285.0,-155285.0,1165834.0,,1436447.0,375143.0,375143.0,1061304.0,0.0,-12808.0,23585.0,-1.72,-329.08,-44.64,-26.65
5,2009Q1,22608.0,16955.0,3516.0,3690.0,3690.0,1163244.0,,1442092.0,373876.0,373813.0,1068216.0,0.0,-11203.0,23659.0,-1.92,16.32,-42.07,-31.34
6,2009Q2,,,,,,1603956.0,,1927911.0,768564.0,768511.0,1159347.0,,-2838.0,25678.0,-17.93,0.0,0.0,0.0
7,2009Q3,108221.0,138234.0,122426.0,122576.0,122576.0,1894043.0,,2356304.0,1074381.0,1074350.0,1281923.0,0.0,-644.0,28393.0,-113.76,113.26,-2.26,-1.23
8,2009Q4,91230.0,738.0,-21194.0,-21193.0,-21193.0,1318008.0,,1776540.0,526027.0,525959.0,1250513.0,0.0,2303.0,17312.0,16.84,-23.23,8.4,5.91
9,2010Q1,73310.0,23042.0,9623.0,9623.0,9623.0,1245961.0,,1712131.0,463741.0,463700.0,1248390.0,0.0,2139.0,17283.0,17.3,13.13,8.89,6.48
10,2010Q2,73311.0,16894.0,1962.0,1964.0,1964.0,1271127.0,,1776390.0,526037.0,526022.0,1250353.0,0.0,1927.0,17310.0,14.43,2.68,8.98,5.93
11,2010Q3,40525.0,-70342.0,-83580.0,-83571.0,-83571.0,1772283.0,,2282872.0,1118708.0,1118695.0,1164164.0,0.0,-1420.0,16117.0,-14.15,-206.22,-7.59,-4.94
12,2010Q4,55736.0,13416.0,-6076.0,-17989.0,-17989.0,1104249.0,,1612156.0,465982.0,465921.0,1146174.0,0.0,-1246.0,15868.0,-22.96,-32.28,-7.48,-4.87
13,2011Q1,45374.0,-45514.0,-54379.0,-54116.0,-54116.0,944447.0,,1461000.0,369080.0,369028.0,1091920.0,0.0,-2128.0,15116.0,-7.75,-119.27,-13.22,-8.62
14,2011Q2,43137.0,-18096.0,-26790.0,-26790.0,-26790.0,911490.0,,1400300.0,335170.0,335129.0,1065130.0,0.0,-2527.0,14746.0,-5.86,-62.1,-16.34,-10.8
15,2011Q3,49677.0,21670.0,13288.0,13287.0,13287.0,1043418.0,,1458848.0,379858.0,379824.0,1078990.0,0.0,-1185.0,14937.0,-13.08,26.75,-7.81,-5.77
16,2011Q4,46765.0,-18863.0,-29817.0,-29818.0,-29818.0,1001877.0,,1464395.0,415223.0,415140.0,1049173.0,0.0,-1349.0,14525.0,-6.6,-63.76,-9.1,-6.74
17,2012Q1,45525.0,26506.0,10451.0,10420.0,10420.0,1256772.0,,1616486.0,557753.0,557678.0,1058733.0,0.0,-456.0,14657.0,-30.51,22.89,-3.1,-2.22
18,2012Q2,70667.0,73655.0,55198.0,55136.0,55136.0,1171587.0,,1485032.0,371163.0,371094.0,1113869.0,0.0,679.0,15420.0,18.12,78.02,4.56,3.25
19,2012Q3,43120.0,17671.0,10352.0,10352.0,10352.0,1156533.0,,1467913.0,343692.0,343636.0,1124221.0,0.0,638.0,15564.0,14.1,24.01,4.24,3.06
