,quarter,roa
0,2009Q4,-0.02
1,2010Q1,0.09
2,2010Q2,-0.04
3,2010Q3,0.52
4,2010Q4,2.09
5,2011Q1,0.0
6,2011Q2,0.27
7,2011Q3,0.17
8,2011Q4,1.66
9,2012Q1,0.29
10,2012Q2,0.34
11,2012Q3,0.0
12,2012Q4,0.62
13,2013Q1,0.15
14,2013Q2,0.52
15,2013Q3,1.5
16,2013Q4,3.78
17,2014Q1,0.57
18,2014Q2,0.52
19,2014Q3,1.77
20,2014Q4,1.6
21,2015Q1,0.36
22,2015Q2,-0.18
23,2015Q3,0.57
24,2015Q4,2.85
25,2016Q1,-0.17
26,2016Q2,0.18
27,2016Q3,1.21
28,2016Q4,3.31
29,2017Q1,2.58
30,2017Q2,1.3
31,2017Q3,3.1
32,2017Q4,2.83
33,2018Q1,2.83
34,2018Q2,0.51
35,2018Q3,1.7
36,2018Q4,2.16
37,2019Q1,2.03
38,2019Q2,2.71
39,2019Q3,0.4
40,2019Q4,2.38
41,2020Q1,0.49
42,2020Q2,0.21
43,2020Q3,2.49
44,2020Q4,4.61
45,2021Q1,2.2
46,2021Q2,0.76
47,2021Q3,1.22
48,2021Q4,5.1
49,2022Q1,3.5
50,2022Q2,3.61
