,timestamp,delta_volume,date,note
0,1437670800,329935,2015-07-24,"Niêm yết cổ phiếu bổ sung - 329,935 CP"
1,1439139600,329935,2015-08-10,"Giao dịch bổ sung - 329,935 CP"
2,1499101200,632260,2017-07-04,"Niêm yết cổ phiếu bổ sung - 632,260 CP"
3,1499878800,632260,2017-07-13,"Giao dịch bổ sung - 632,260 CP"
4,1544029200,948428,2018-12-06,"Niêm yết cổ phiếu bổ sung - 948,428 CP"
5,1545066000,948428,2018-12-18,"Giao dịch bổ sung - 948,428 CP"
6,1599670800,1027530,2020-09-10,"Niêm yết cổ phiếu bổ sung - 1,027,530 CP"
7,1600880400,1027530,2020-09-24,"Giao dịch bổ sung - 1,027,530 CP"
8,1661187600,1284408,2022-08-23,"Niêm yết cổ phiếu bổ sung - 1,284,408 CP"
9,1662656400,1284408,2022-09-09,"Giao dịch bổ sung - 1,284,408 CP"
