,quarter,roa
0,2006Q4,-0.24
1,2007Q1,3.11
2,2007Q2,2.87
3,2007Q3,3.95
4,2007Q4,-0.88
5,2008Q1,7.31
6,2008Q2,1.19
7,2008Q3,3.95
8,2008Q4,-0.36
9,2009Q1,4.28
10,2009Q2,3.6
11,2009Q3,0.82
12,2009Q4,2.13
13,2010Q1,4.09
14,2010Q2,3.72
15,2010Q3,2.24
16,2010Q4,0.86
17,2011Q1,2.07
18,2011Q2,1.82
19,2011Q3,0.58
20,2011Q4,0.29
21,2012Q1,0.81
22,2012Q2,1.4
23,2012Q3,0.59
24,2012Q4,0.39
25,2013Q1,1.16
26,2013Q2,2.14
27,2013Q3,0.6
28,2013Q4,1.47
29,2014Q1,1.98
30,2014Q2,2.94
31,2014Q3,0.95
32,2014Q4,0.61
33,2015Q1,1.49
34,2015Q2,2.59
35,2015Q3,0.44
36,2015Q4,0.62
37,2016Q1,2.06
38,2016Q2,1.71
39,2016Q3,0.33
40,2016Q4,0.43
41,2017Q1,2.32
42,2017Q2,2.13
43,2017Q3,1.22
44,2017Q4,-0.88
45,2018Q1,1.05
46,2018Q2,2.48
47,2018Q3,-0.66
48,2018Q4,-2.4
49,2019Q1,1.13
50,2019Q2,0.94
51,2019Q3,-0.2
52,2019Q4,0.6
53,2020Q1,0.7
54,2020Q2,0.69
55,2020Q3,-0.5
56,2020Q4,0.29
57,2021Q1,2.37
58,2021Q2,-0.04
59,2021Q3,0.01
60,2021Q4,0.02
61,2022Q1,0.01
62,2022Q2,-0.01
