,date,quarter,price,shares_est,market_cap
0,2014-09-30,2014Q3,42.0,17474832.30626602,733942956863
1,2014-12-31,2014Q4,44.0,20000058.11250581,880002556950
2,2015-03-31,2015Q1,45.4,19999313.87554758,907968849950
3,2015-06-30,2015Q2,47.8,20000096.78668215,956004626403
4,2015-09-30,2015Q3,81.0,19999653.259362,1619971914008
5,2015-12-31,2015Q4,88.0,24479221.08762764,2154171455711
6,2016-03-31,2016Q1,106.0,24479150.54595477,2594789957871
7,2016-06-30,2016Q2,99.0,34271833.20220299,3392911487018
8,2016-09-30,2016Q3,87.0,34271175.1435603,2981592237490
9,2016-12-30,2016Q4,74.2,34271948.191069774,2542978555777
10,2017-03-31,2017Q1,73.9,34271302.91368884,2532649285322
11,2017-06-30,2017Q2,51.8,34270762.43093923,1775225493923
12,2017-09-29,2017Q3,31.7,47980683.86322735,1520987678464
13,2017-12-29,2017Q4,31.65,47978803.21524263,1518529121762
14,2018-03-30,2018Q1,26.55,47980697.172703534,1273887509935
15,2018-06-29,2018Q2,19.8,47979318.66490492,949990509565
16,2018-09-28,2018Q3,24.75,57576301.85644394,1425013470947
17,2018-12-28,2018Q4,17.5,57575674.5925728,1007574305370
18,2019-03-29,2019Q1,14.85,57574943.49370358,854987910881
19,2019-06-28,2019Q2,12.45,57576029.32512928,716821565098
20,2019-09-30,2019Q3,11.05,63330271.39874739,699799498956
21,2019-12-31,2019Q4,12.8,63333657.38490383,810670814527
22,2020-03-31,2020Q1,7.1,63333747.58354046,449669607843
23,2020-06-30,2020Q2,9.9,63329699.89651604,626964028976
24,2020-09-30,2020Q3,9.6,63331177.325581394,607979302326
25,2020-12-31,2020Q4,12.2,63333819.0295789,772672592161
26,2021-03-31,2021Q1,13.6,63331674.24078482,861310769675
27,2021-06-30,2021Q2,11.45,63329502.77902959,725122806820
28,2021-09-30,2021Q3,14.8,63332870.37037037,937326481481
29,2021-12-31,2021Q4,17.45,63330566.09740671,1105118378400
30,2022-03-31,2022Q1,23.6,63333463.490823895,1494669738383
31,2022-06-30,2022Q2,15.0,63330180.82772187,949952712416
