,quarter,roa
0,2013Q1,2.56
1,2013Q2,1.87
2,2013Q3,-0.97
3,2013Q4,3.47
4,2014Q1,2.02
5,2014Q2,0.55
6,2014Q3,0.04
7,2014Q4,0.77
8,2015Q1,0.75
9,2015Q2,0.69
10,2015Q3,0.08
11,2015Q4,0.73
12,2016Q1,0.8
13,2016Q2,0.94
14,2016Q3,1.71
15,2016Q4,0.68
16,2017Q1,0.56
17,2017Q2,1.83
18,2017Q3,0.54
19,2017Q4,0.5
20,2018Q1,0.82
21,2018Q2,0.31
22,2018Q3,1.06
23,2018Q4,1.58
24,2019Q1,0.9
25,2019Q2,1.68
26,2019Q3,1.39
27,2019Q4,0.45
28,2020Q1,1.91
29,2020Q2,0.37
30,2020Q3,0.86
31,2020Q4,0.27
32,2021Q1,0.45
33,2021Q2,0.6
34,2021Q3,0.91
35,2021Q4,-0.47
36,2022Q1,-0.14
37,2022Q2,0.55
