,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2012Q2,525102.0,212273.0,201816.0,189320.0,189320.0,53573355.0,14582510.0,16247118.0,46388008.0,13881423.0,31639588.0,7185347.0,7185347.0,0.0,263.0,10000.0,0.0,5.27,0.71
1,2012Q3,450667.0,245365.0,81833.0,67651.0,67651.0,59484431.0,14755877.0,16640903.0,52438886.0,16283062.0,35473692.0,7045545.0,7045545.0,0.0,365.0,10000.0,0.0,0.95,0.12
2,2013Q2,459761.0,265407.0,55508.0,41419.0,41419.0,78205785.0,11787629.0,32390849.0,71048838.0,14229348.0,55597716.0,7156947.0,6523331.0,122785.0,169.0,11079.0,0.0,1.16,0.11
3,2014Q1,469809.0,283173.0,182889.0,161124.0,161124.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
4,2014Q3,437028.0,338045.0,-20197.0,-20197.0,-20197.0,89191092.0,9836352.0,36384909.0,81973592.0,4370138.0,74208544.0,7217499.0,6523331.0,99065.0,218.0,11173.0,0.0,-0.56,-0.05
5,2015Q1,599920.0,320229.0,113667.0,109579.0,109579.0,103188486.0,3534865.0,47467614.0,95828236.0,11815641.0,81302503.0,7360250.0,6523331.0,174179.0,138.0,11394.0,0.0,1.49,0.11
6,2015Q2,747498.0,375975.0,56683.0,47683.0,47683.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
7,2015Q3,707899.0,386075.0,147499.0,121499.0,121499.0,106628799.0,2878030.0,54003368.0,99072416.0,10696034.0,85355122.0,7556383.0,6523331.0,370312.0,432.0,11697.0,0.0,3.22,0.23
8,2016Q1,821496.0,369867.0,264139.0,213331.0,213331.0,113023258.0,5398337.0,57949842.0,105540829.0,8360056.0,91571181.0,7482430.0,6523331.0,245631.0,592.0,11583.0,0.0,2.83,0.19
9,2016Q2,961654.0,427020.0,203176.0,156123.0,156123.0,127788669.0,9614864.0,64245202.0,120150432.0,4124608.0,110806441.0,7638237.0,6523331.0,401438.0,760.0,11824.0,0.0,2.07,0.13
