Attributes,adjust,change_perc1,change_perc2,close,high,low,open,value_match,value_reconcile,volume_match,volume_reconcile,volume
Symbols,LPB,LPB,LPB,LPB,LPB,LPB,LPB,LPB,LPB,LPB,LPB,LPB
date,,,,,,,,,,,,
2017-10-05,7.11,-0.6,-4.05,14.2,15.8,13.5,14.8,103248790000,0,7293500,0,7293500
2017-10-06,6.91,-0.4,-2.82,13.8,14.2,13.6,14.2,16490225000,17742257100,1196846,1457311,2654157
2017-10-09,6.96,0.1,0.72,13.9,14.0,13.7,13.8,14131010000,4978154000,1018740,371030,1389770
2017-10-10,6.86,-0.2,-1.44,13.7,14.0,13.6,13.9,18827860000,0,1369264,0,1369264
2017-10-11,6.56,-0.7,-5.07,13.1,13.8,12.9,13.8,25686584500,77903600,1929895,6602,1936497
2017-10-12,6.36,-0.6,-4.51,12.7,13.1,12.5,13.1,19247523000,0,1503890,0,1503890
2017-10-13,6.11,-0.6,-4.69,12.2,12.8,12.1,12.5,24752178000,0,1998290,0,1998290
2017-10-16,6.31,0.2,1.61,12.6,13.2,12.0,12.1,26158130000,6106000000,2078341,480000,2558341
2017-10-17,6.71,0.8,6.35,13.4,13.4,12.7,12.7,30742159900,0,2352646,0,2352646
2017-10-18,6.66,0.2,1.53,13.3,13.7,13.3,13.3,25953701000,0,1921054,0,1921054
2017-10-19,6.51,-0.5,-3.7,13.0,13.3,12.9,13.3,21665681500,0,1665342,0,1665342
2017-10-20,6.51,0.0,0.0,13.0,13.1,12.8,13.1,9276545900,0,716310,0,716310
2017-10-23,6.31,-0.4,-3.08,12.6,13.0,12.6,13.0,12588160400,0,989690,0,989690
2017-10-24,6.51,0.3,2.36,13.0,13.2,12.5,12.6,29571955400,0,2296792,0,2296792
2017-10-25,6.81,0.7,5.43,13.6,13.7,13.0,13.0,59980157500,605000,4451160,55,4451215
2017-10-26,6.81,0.1,0.74,13.6,13.7,13.4,13.5,64796394300,1569508500,4783279,136479,4919758
2017-10-27,6.76,0.0,0.0,13.5,13.6,13.4,13.5,12356435600,575000000,917448,50000,967448
2017-10-30,6.66,-0.2,-1.48,13.3,13.5,13.2,13.5,15426416000,345000000,1155892,30000,1185892
2017-10-31,6.51,-0.3,-2.26,13.0,13.2,13.0,13.2,13033530400,433200000,998097,38000,1036097
2017-11-01,6.56,0.0,0.0,13.1,13.1,12.9,13.1,23873277300,1360000000,1832620,100000,1932620
2017-11-02,6.51,0.0,0.0,13.0,13.1,12.9,13.1,18649054500,614219700,1436565,46887,1483452
2017-11-03,6.41,-0.2,-1.54,12.8,13.0,12.7,13.0,16828689000,2940000000,1311510,262500,1574010
2017-11-06,6.36,-0.1,-0.78,12.7,12.9,12.5,12.6,21844042000,19200000000,1721340,1500000,3221340
2017-11-07,6.26,-0.2,-1.57,12.5,12.8,12.4,12.8,43460608300,0,3472406,0,3472406
2017-11-08,6.46,0.4,3.2,12.9,13.0,12.5,12.6,43284391200,111815000,3419190,10450,3429640
2017-11-09,6.61,0.5,3.94,13.2,13.4,12.9,12.9,26760145200,376455600,2027331,34857,2062188
2017-11-10,6.51,-0.2,-1.52,13.0,13.3,13.0,13.1,28418253200,0,2162571,0,2162571
2017-11-13,6.51,-0.1,-0.76,13.0,13.1,12.8,13.1,21513146700,1336200000,1658710,102000,1760710
2017-11-14,6.75,0.4,3.28,12.6,12.9,12.3,12.7,17804109000,0,1417790,0,1417790
2017-11-15,6.86,0.2,1.59,12.8,12.8,12.3,12.3,15170116100,0,1199023,0,1199023
2017-11-16,7.12,0.6,4.72,13.3,13.5,12.7,12.7,48006715400,664200000,3654576,51500,3706076
2017-11-17,6.96,-0.1,-0.76,13.0,13.4,12.9,13.3,18716742500,0,1427771,0,1427771
2017-11-20,6.91,-0.2,-1.53,12.9,13.1,12.8,13.1,17863049300,0,1377090,0,1377090
2017-11-21,6.96,0.0,0.0,13.0,13.1,12.8,13.0,18589401000,29817760000,1436020,2001600,3437620
2017-11-22,7.02,0.2,1.55,13.1,13.2,12.7,12.7,33781047100,1108259000,2574539,92569,2667108
2017-11-23,7.07,0.1,0.76,13.2,13.4,13.1,13.3,28803474700,0,2175399,0,2175399
2017-11-24,7.12,0.1,0.76,13.3,13.3,13.0,13.2,27369894000,1542450000,2075370,136500,2211870
2017-11-27,7.44,0.7,5.3,13.9,14.0,13.2,13.3,73453066300,6878600000,5381683,552000,5933683
2017-11-28,7.28,0.0,0.0,13.6,14.1,13.6,13.8,105942828000,19720000000,7626825,1700000,9326825
2017-11-29,7.12,-0.6,-4.32,13.3,13.7,13.3,13.7,24699392000,833000000,1841038,70000,1911038
2017-11-30,7.18,0.0,0.0,13.4,13.6,13.3,13.4,15450827000,0,1149710,0,1149710
2017-12-01,6.96,-0.4,-2.99,13.0,13.4,12.9,13.4,32575863200,0,2499176,0,2499176
2017-12-04,7.02,0.1,0.77,13.1,13.3,13.0,13.0,18242410000,0,1390615,0,1390615
2017-12-05,6.96,-0.1,-0.76,13.0,13.2,13.0,13.2,11725658000,5316304000,897567,474670,1372237
2017-12-06,6.91,-0.2,-1.53,12.9,13.1,12.9,13.0,22237924000,0,1710500,0,1710500
2017-12-07,6.91,-0.1,-0.77,12.9,13.0,12.8,13.0,15298374900,0,1185503,0,1185503
2017-12-08,7.02,0.2,1.55,13.1,13.2,12.9,13.0,22035562900,0,1693255,0,1693255
2017-12-11,7.18,0.4,3.08,13.4,13.6,13.1,13.2,34629085500,0,2580503,0,2580503
2017-12-12,7.12,-0.1,-0.75,13.3,13.5,12.9,13.5,17249722000,0,1312330,0,1312330
2017-12-13,7.02,0.0,0.0,13.1,13.3,13.0,13.3,12904065200,0,988680,0,988680
2017-12-14,7.07,0.1,0.76,13.2,13.2,13.0,13.0,8619618200,0,658072,0,658072
2017-12-15,6.96,-0.1,-0.76,13.0,13.1,12.9,13.1,24787623800,3705000000,1906195,247000,2153195
2017-12-18,7.02,0.1,0.77,13.1,13.1,13.0,13.0,17465322500,70240060100,1339219,4721749,6060968
2017-12-19,7.02,0.1,0.77,13.1,13.2,13.0,13.1,25825541000,2153400000,1979610,194000,2173610
2017-12-20,7.07,0.2,1.54,13.2,13.3,13.0,13.1,32303031300,0,2450673,0,2450673
2017-12-21,7.02,-0.1,-0.76,13.1,13.3,13.0,13.2,30212760000,5563100000,2301950,381000,2682950
2017-12-22,7.02,0.0,0.0,13.1,13.2,13.0,13.1,13851240000,0,1060600,0,1060600
2017-12-25,6.96,-0.1,-0.76,13.0,13.1,13.0,13.1,13143721000,0,1010390,0,1010390
2017-12-26,6.96,0.0,0.0,13.0,13.0,12.9,13.0,13155560000,52606307700,1016770,4739307,5756077
2017-12-27,6.86,-0.1,-0.78,12.8,13.0,12.7,12.9,22112890000,2552671000,1719140,232061,1951201
2017-12-28,6.91,0.0,0.0,12.9,13.0,12.6,12.8,16161944200,6137600000,1262498,548000,1810498
2017-12-29,6.91,0.1,0.78,12.9,13.0,12.8,13.0,11325771200,0,878068,0,878068
2018-01-02,6.96,0.1,0.78,13.0,13.1,12.8,13.0,20233230600,0,1559161,0,1559161
2018-01-03,7.23,0.5,3.85,13.5,13.6,13.1,13.2,65738872800,1600000000,4890664,125000,5015664
2018-01-04,7.28,0.2,1.49,13.6,13.6,13.4,13.5,47766870400,456000000,3527807,40000,3567807
2018-01-05,7.23,0.0,0.0,13.5,13.7,13.4,13.7,29480008000,0,2182052,0,2182052
2018-01-08,7.55,0.6,4.44,14.1,14.2,13.3,13.4,87633770000,0,6398502,0,6398502
2018-01-09,7.87,1.0,7.3,14.7,15.0,14.0,14.2,73134534100,0,5009071,0,5009071
2018-01-10,7.82,0.0,0.0,14.6,15.0,14.5,15.0,42618429600,0,2912489,0,2912489
2018-01-11,8.52,1.3,8.9,15.9,16.5,14.5,14.6,115528186500,1885000000,7513965,130000,7643965
2018-01-12,8.46,0.4,2.6,15.8,16.9,15.3,16.0,77991793900,33609818500,4824173,2565635,7389808
2018-01-15,8.52,-0.3,-1.85,15.9,16.2,15.5,16.2,34553585400,690000000,2193796,50000,2243796
2018-01-16,8.25,-0.4,-2.53,15.4,15.8,15.3,15.7,45712981100,0,2940402,0,2940402
2018-01-17,8.19,-0.2,-1.29,15.3,16.0,15.2,15.5,39033399000,2065500000,2504400,135000,2639400
2018-01-18,8.41,0.1,0.64,15.7,15.8,15.1,15.3,24104632200,933000000,1568960,60000,1628960
2018-01-19,8.41,0.3,1.95,15.7,15.9,15.4,15.4,29061572100,0,1846108,0,1846108
2018-01-22,8.35,-0.1,-0.64,15.6,15.9,15.5,15.7,42873048400,0,2724530,0,2724530
2018-01-23,9.1,1.3,8.28,17.0,17.0,15.7,15.8,93171546100,3092900000,5634151,197000,5831151
2018-01-24,9.32,0.9,5.45,17.4,17.9,16.8,16.8,49304700700,0,2824150,0,2824150
2018-01-25,9.32,-0.1,-0.57,17.4,17.9,17.1,17.5,78014788200,9000000000,4467291,500000,4967291
2018-01-26,9.21,-0.3,-1.71,17.2,17.8,17.0,17.4,71422259300,1570000000,4122527,100000,4222527
2018-01-29,9.43,0.3,1.73,17.6,18.0,17.2,17.4,62209660500,267510000,3551146,18075,3569221
