quarter,amihud,ln_amihud
2011Q1,4.452602047112542,1.4934886549785686
2011Q2,17.551994302008797,2.8651675788979536
2011Q3,131.82119205302538,4.881446398619836
2011Q4,0.3377000000006,-1.0855973515888382
2012Q1,2e-11,-24.635288842374557
2012Q2,90.69595883920933,4.507512800882714
2012Q3,115.60985517324882,4.750221204968245
2012Q4,91.78849011482076,4.519486909752868
2013Q1,138.85399085347524,4.9334229555325955
2013Q2,65.82612578328407,4.1870168079066
2013Q3,111.42215127970195,4.713326152247793
2013Q4,303.41573631067735,5.715103932117455
2014Q1,733.8552989132303,6.598311868734593
2014Q2,52.845542215225166,3.967373360891692
2014Q3,30.24763695940474,3.4094180643810836
2014Q4,24.517243667398688,3.1993766931424474
2015Q1,24.63386986599756,3.204122319806531
2015Q2,17.21393945010399,2.84571948874137
2015Q3,55.29242037969103,4.012635835475818
2015Q4,15.591160432549946,2.7467041147158704
2016Q1,18.208325146829278,2.90187891514549
2016Q2,9.51552014985065,2.2529241655546115
2016Q3,8.065428024605279,2.087586782035653
2016Q4,16.83963631042371,2.823735411812779
2017Q1,9.529414544571665,2.2543832828904358
2017Q2,1.6117779641759724,0.47733789525257153
2017Q3,3.660095062972282,1.2974891205656642
2017Q4,8.374789562299402,2.1252259505058206
2018Q1,5.495829535730929,1.7039895383784378
2018Q2,20.855955603958577,3.037639547934966
2018Q4,9.329325440895614,2.2331627122342925
2019Q1,3.971428571442857,1.379125871644875
2019Q2,31.96471666705959,3.464632690330183
2019Q3,61.72839506179012,4.122744036744798
2020Q1,8.561643835616437e-10,-20.878558721352448
2020Q3,55.93450353372476,4.024181426488068
2021Q1,52.95222715359626,3.9693901326094347
2021Q3,0.548967940272837,-0.5997152357663929
2021Q4,2.464413369847303,0.9019537953372414
2022Q1,6.957928305867069,1.939881772834623
2022Q2,22.290574797163437,3.1041639342866225
2022Q3,34.792188806612316,3.549392902005501
