,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2008Q2,9095.0,306.0,-10173.0,-10166.0,-10166.0,171175.0,,180979.0,29194.0,29194.0,151785.0,,-631.0,9428.0,0.0,-111.77,0.0,0.0
1,2009Q2,15066.0,-9535.0,-20504.0,-16217.0,-16217.0,212323.0,,256246.0,140291.0,140243.0,115955.0,0.0,-1007.0,7202.0,0.0,-107.64,0.95,0.43
2,2011Q1,11122.0,8359.0,928.0,514.0,514.0,218928.0,,270055.0,103102.0,103098.0,166953.0,0.0,32.0,10370.0,0.0,4.62,0.66,0.41
3,2011Q2,11433.0,7502.0,634.0,654.0,654.0,139300.0,,195169.0,27562.0,25285.0,167607.0,0.0,73.0,10410.0,0.0,5.72,0.65,0.56
4,2011Q3,6701.0,5394.0,-1336.0,-992.0,-992.0,153134.0,,204730.0,43010.0,43007.0,161720.0,0.0,11.0,10045.0,658.72,-14.8,0.68,0.54
5,2011Q4,9564.0,5950.0,41.0,-10.0,-10.0,142860.0,,195457.0,33747.0,33744.0,161710.0,0.0,10.0,10044.0,476.03,-0.11,0.1,0.08
6,2012Q1,7764.0,6792.0,1416.0,1004.0,1004.0,187672.0,,259084.0,96432.0,96429.0,162652.0,0.0,41.0,10103.0,142.45,12.93,0.4,0.31
7,2012Q2,8856.0,7136.0,309.0,185.0,185.0,149604.0,,219246.0,56409.0,56406.0,162837.0,0.0,12.0,10114.0,510.31,2.09,0.11,0.08
8,2012Q3,6988.0,5539.0,29.0,21.0,21.0,139407.0,,202538.0,39680.0,39677.0,162858.0,0.0,75.0,10115.0,53.69,0.31,0.74,0.55
9,2012Q4,7168.0,5980.0,1253.0,906.0,906.0,146102.0,,208846.0,45083.0,45082.0,163764.0,0.0,131.0,10172.0,38.81,12.64,1.3,0.95
10,2013Q1,7063.0,5707.0,1053.0,809.0,809.0,161849.0,,224460.0,59889.0,59889.0,164571.0,,119.0,10222.0,41.08,11.45,1.17,0.9
11,2013Q2,6600.0,2680.0,-714.0,-546.0,-546.0,158304.0,,218394.0,54369.0,54369.0,164025.0,,74.0,10188.0,60.92,-8.28,0.73,0.56
12,2013Q3,4576.0,2089.0,-1236.0,-1168.0,-1168.0,161556.0,,220401.0,57554.0,57554.0,162847.0,,0.0,10115.0,224412.14,-25.52,0.0,0.0
13,2013Q4,8346.0,5239.0,2443.0,2069.0,2069.0,174217.0,,227342.0,62374.0,62374.0,164968.0,,72.0,10246.0,80.25,24.79,0.71,0.52
14,2014Q1,8473.0,5408.0,2666.0,2004.0,2004.0,219912.0,,273021.0,106100.0,106100.0,166920.0,,147.0,10368.0,70.28,23.66,1.43,1.0
15,2014Q2,7040.0,4131.0,1028.0,839.0,839.0,192098.0,,244915.0,77156.0,77156.0,167759.0,,233.0,10420.0,31.81,11.92,2.26,1.55
16,2014Q3,6482.0,3664.0,802.0,701.0,701.0,200943.0,,252355.0,83953.0,83953.0,168402.0,,349.0,10460.0,25.24,10.82,3.36,2.25
17,2014Q4,13854.0,10677.0,7585.0,5932.0,5932.0,191609.0,,241911.0,67577.0,67577.0,174334.0,,589.0,10828.0,21.41,42.82,5.6,3.74
18,2015Q1,6507.0,3496.0,153.0,201.0,201.0,176093.0,,230062.0,55766.0,55766.0,174296.0,,477.0,10826.0,28.33,3.08,4.48,3.17
19,2015Q2,7194.0,4431.0,1046.0,875.0,875.0,197188.0,,250251.0,75080.0,75080.0,175172.0,,479.0,10880.0,34.67,12.17,4.45,3.16
20,2015Q3,5447.0,2686.0,-399.0,-393.0,-393.0,162781.0,,214549.0,51091.0,51091.0,163457.0,,411.0,10153.0,40.64,-7.21,3.85,2.82
21,2015Q4,11641.0,8936.0,6025.0,4730.0,4730.0,179834.0,,230564.0,62376.0,62376.0,168187.0,,336.0,10446.0,50.85,40.64,3.18,2.34
22,2016Q1,5744.0,3372.0,95.0,98.0,98.0,180238.0,62561.0,229423.0,61129.0,61129.0,168294.0,,330.0,10453.0,50.01,1.71,3.15,2.3
23,2016Q2,6212.0,3349.0,423.0,353.0,353.0,197560.0,66826.0,249466.0,85673.0,85673.0,163793.0,,297.0,10174.0,63.53,5.69,2.89,2.07
24,2016Q3,4670.0,2218.0,55.0,47.0,47.0,252531.0,82359.0,268375.0,104531.0,104531.0,163844.0,,325.0,10177.0,43.11,1.0,3.15,2.14
25,2016Q4,6373.0,3446.0,96.0,7.0,7.0,331890.0,80529.0,346907.0,4056.0,4056.0,342851.0,,31.0,21295.0,471.53,0.11,0.0,0.0
26,2017Q1,6918.0,3498.0,250.0,253.0,253.0,297419.0,95669.0,348416.0,5726.0,5726.0,342689.0,,33.0,10079.0,356.82,3.66,0.26,0.22
27,2017Q2,6544.0,3645.0,32.0,35.0,35.0,313840.0,106135.0,363545.0,20820.0,20820.0,342724.0,,14.0,10080.0,777.43,0.54,0.11,0.1
28,2017Q3,4394.0,1246.0,36.0,39.0,39.0,316173.0,108227.0,364650.0,21887.0,21887.0,342763.0,,12.0,10081.0,867.71,0.89,0.1,0.09
29,2017Q4,7167.0,4297.0,33.0,36.0,36.0,299223.0,132760.0,347611.0,4811.0,4811.0,342800.0,,11.0,10082.0,926.05,0.5,0.11,0.1
30,2018Q1,4600.0,1812.0,76.0,44.0,44.0,299157.0,113832.0,347406.0,5109.0,5109.0,342297.0,,5.0,10068.0,2073.47,0.95,0.04,0.04
31,2018Q2,7532.0,3550.0,33.0,102.0,102.0,297463.0,64923.0,346856.0,4458.0,4458.0,342399.0,,7.0,10071.0,1893.71,1.35,0.06,0.06
32,2018Q3,5712.0,3647.0,590.0,28.0,28.0,298291.0,122932.0,346736.0,4309.0,4309.0,342427.0,,6.0,10071.0,2153.49,0.49,0.06,0.06
33,2018Q4,7025.0,4012.0,1551.0,470.0,470.0,299586.0,142182.0,347861.0,4965.0,4965.0,342897.0,,19.0,10085.0,660.41,6.68,0.19,0.19
34,2019Q1,7036.0,4681.0,2007.0,1757.0,1757.0,300780.0,151098.0,349536.0,4882.0,4882.0,344654.0,,69.0,10137.0,154.35,24.98,0.69,0.68
35,2019Q2,7555.0,4025.0,2029.0,1795.0,1795.0,302636.0,174382.0,351024.0,4576.0,4576.0,346449.0,,119.0,10190.0,77.24,23.76,1.18,1.16
36,2019Q3,4880.0,1522.0,-1233.0,-1268.0,-1268.0,301117.0,109610.0,349078.0,3898.0,3898.0,345180.0,,81.0,10152.0,132.12,-25.99,0.8,0.79
37,2019Q4,5234.0,-42772.0,-58036.0,-57333.0,-57333.0,445895.0,140652.0,674758.0,5131.0,5131.0,669627.0,,-1345.0,9656.0,-8.55,-1095.46,-12.91,-12.77
38,2020Q1,5106.0,2578.0,6461.0,6461.0,6461.0,451438.0,120170.0,676987.0,4003.0,4003.0,672984.0,,-1023.0,9704.0,-7.33,126.54,-9.9,-9.81
39,2020Q2,6978.0,4004.0,7711.0,7711.0,7711.0,370643.0,153551.0,686047.0,5352.0,5352.0,680695.0,,-768.0,9815.0,-8.85,110.5,1.14,1.13
40,2020Q3,6370.0,3649.0,6068.0,3232.0,3232.0,398559.0,186994.0,688455.0,4528.0,4528.0,683927.0,,-596.0,9862.0,-10.4,50.74,0.47,0.47
41,2020Q4,10109.0,6367.0,6277.0,5485.0,5485.0,425884.0,276659.0,695580.0,6168.0,6168.0,689412.0,,330.0,9941.0,24.24,54.26,0.8,0.79
42,2021Q1,12860.0,9008.0,7992.0,7996.0,7996.0,585155.0,337391.0,690604.0,6696.0,6696.0,683909.0,,352.0,9862.0,24.42,62.18,1.16,1.15
43,2021Q2,20608.0,14365.0,11841.0,11841.0,11841.0,628058.0,490566.0,703352.0,7603.0,7603.0,695749.0,,412.0,10032.0,24.29,57.46,1.72,1.7
44,2021Q3,21707.0,15137.0,12347.0,10405.0,10405.0,610114.0,448153.0,714980.0,8827.0,8827.0,706154.0,,515.0,10182.0,22.71,47.93,1.48,1.47
45,2021Q4,28979.0,17177.0,7917.0,6329.0,6329.0,737413.0,537700.0,842241.0,129758.0,129758.0,712483.0,,527.0,10274.0,34.51,21.84,0.89,0.81
46,2022Q1,24292.0,15347.0,11155.0,8902.0,8902.0,666503.0,436332.0,749137.0,29351.0,29351.0,719785.0,,540.0,10379.0,25.54,36.65,1.24,1.12
47,2022Q2,18419.0,10538.0,8239.0,6565.0,6565.0,652728.0,313977.0,735039.0,8689.0,8689.0,726350.0,,464.0,10474.0,15.94,35.64,0.91,0.88
