,timestamp,delta_volume,date,note
0,1363885200,,2013-03-22,Đưa cổ phiếu vào diện cảnh báo
1,1372698000,900000.0,2013-07-02,"Niêm yết cổ phiếu bổ sung - 900,000 CP"
2,1372698000,900000.0,2013-07-02,"Giao dịch bổ sung - 900,000 CP"
3,1401123600,,2014-05-27,Đưa cổ phiếu ra khỏi diện cảnh báo
4,1496595600,1350000.0,2017-06-05,"Niêm yết cổ phiếu bổ sung - 1,350,000 CP"
5,1497891600,1350000.0,2017-06-20,"Giao dịch bổ sung - 1,350,000 CP"
6,1544547600,1009992.0,2018-12-12,"Niêm yết cổ phiếu bổ sung - 1,009,992 CP"
7,1545930000,1009992.0,2018-12-28,"Giao dịch bổ sung - 1,009,992 CP"
8,1592413200,,2020-06-18,Đưa cổ phiếu vào diện cảnh báo
9,1618160400,,2021-04-12,Đưa cổ phiếu vào diện kiểm soát
10,1649350800,,2022-04-08,Đưa cổ phiếu vào diện cảnh báo
