,quarter,roa
0,2008Q1,4.48
1,2008Q2,3.71
2,2009Q4,4.12
3,2010Q1,3.2
4,2010Q2,2.76
5,2010Q3,2.74
6,2010Q4,6.64
7,2011Q1,1.37
8,2011Q2,1.69
9,2011Q3,1.86
10,2011Q4,0.77
11,2012Q1,1.74
12,2012Q2,2.37
13,2012Q3,1.42
14,2012Q4,0.54
15,2013Q1,0.98
16,2013Q2,0.68
17,2013Q3,0.88
18,2013Q4,-0.81
19,2014Q1,1.14
20,2014Q2,1.37
21,2014Q3,1.12
22,2014Q4,0.77
23,2015Q1,0.78
24,2015Q2,0.87
25,2015Q3,0.28
26,2015Q4,0.24
27,2016Q1,0.65
28,2016Q2,0.67
29,2016Q3,0.33
30,2016Q4,-0.96
31,2017Q1,0.68
32,2017Q2,0.02
33,2017Q3,0.21
34,2017Q4,0.66
35,2018Q1,0.24
36,2018Q2,0.16
37,2018Q3,0.35
38,2018Q4,0.44
39,2019Q1,0.22
40,2019Q2,0.1
41,2019Q3,0.18
42,2019Q4,0.43
43,2020Q1,0.23
44,2020Q2,0.07
45,2020Q3,0.06
46,2020Q4,0.42
47,2021Q1,0.21
48,2021Q2,0.62
49,2021Q3,0.24
50,2021Q4,0.83
51,2022Q1,0.47
52,2022Q2,0.63
