,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc
0,2014Q4,158894.0,31779.0,4999968.532678813,,
1,2016Q4,161404.0,16140.0,10000247.831474597,5000279.298795784,50.001553792077
2,2017Q1,166663.0,16666.0,10000180.007200288,-67.82427430897951,-0.0006782305344518295
3,2017Q2,165998.0,16600.0,9999879.518072288,-300.4891279991716,-0.003004927483937306
4,2017Q3,167938.0,16794.0,9999880.909848755,1.391776466742158,1.3917930416265409e-05
5,2017Q4,178602.0,17860.0,10000111.982082866,231.07223411090672,0.00231069646544876
6,2018Q1,182262.0,18226.0,10000109.733347964,-2.2487349025905132,-2.2487102267403354e-05
7,2018Q2,168042.0,16804.0,10000119.019281123,9.285933159291744,9.285822640098219e-05
8,2018Q3,169677.0,16968.0,9999823.196605375,-295.8226757477969,-0.00295827906085599
9,2018Q4,175429.0,17543.0,9999942.997206863,119.80060148797929,0.0011980128438876245
10,2019Q1,179415.0,17941.0,10000278.691265816,335.6940589528531,0.003356847037133538
11,2019Q2,169745.0,16974.0,10000294.568163073,15.876897256821394,0.00015876429587751413
12,2019Q3,186806.0,12454.0,14999678.818050425,4999384.249887353,33.32994199763235
13,2019Q4,231322.0,15421.0,15000453.926463913,775.1084134876728,0.0051672330536626015
14,2020Q1,258691.0,17246.0,15000057.984460164,-395.94200374931097,-0.002639603154597809
15,2020Q2,254609.0,16974.0,14999941.086367385,-116.89809277839959,-0.0007793236793752596
16,2020Q3,255571.0,17038.0,15000058.69233478,117.60596739500761,0.0007840367148370276
17,2020Q4,257638.0,17176.0,14999883.558453657,-175.1338811237365,-0.0011675682710552396
18,2021Q1,264980.0,17665.0,15000283.045570336,399.4871166795492,0.002663197190785809
19,2021Q2,267491.0,17833.0,14999775.696741994,-507.3488283418119,-0.0033823761008106934
20,2021Q3,271986.0,18132.0,15000330.906684315,555.2099423203617,0.003701317962745435
21,2021Q4,284783.0,18986.0,14999631.307279048,-699.5994052663445,-0.004664110676686044
22,2022Q1,322855.0,21524.0,14999767.701170785,136.39389173686504,0.0009093066936377889
23,2022Q2,328029.0,21869.0,14999725.63903242,-42.06213836558163,-0.00028041938484612785
