,date,quarter,price,shares_est,market_cap
0,2011-03-31,2011Q1,6.9,12999845.71472653,89698935432
1,2011-06-30,2011Q2,7.4,13000079.929661898,96200591479
2,2011-09-30,2011Q3,7.2,12999611.650485436,93597203883
3,2011-12-30,2011Q4,8.1,12999632.784958871,105297025558
4,2012-03-30,2012Q1,10.2,13000353.60678925,132603606789
5,2012-06-29,2012Q2,11.3,13000000.0,146900000000
6,2012-09-28,2012Q3,10.3,12999540.335555043,133895265456
7,2012-12-28,2012Q4,11.0,13000139.625802848,143001535884
8,2013-03-29,2013Q1,13.0,12999796.789270474,168997358261
9,2013-06-28,2013Q2,12.4,13000380.517503804,161204718417
10,2013-09-30,2013Q3,12.5,13000221.66395744,162502770799
11,2013-12-31,2013Q4,14.3,12999596.719989246,185894233096
12,2014-03-31,2014Q1,16.4,12999681.285058644,213194773075
13,2014-06-30,2014Q2,17.1,13000282.2466836,222304826418
14,2014-09-30,2014Q3,15.7,12999657.487327032,204094622551
15,2014-12-31,2014Q4,16.5,12999668.369038934,214494528089
16,2015-03-31,2015Q1,18.5,13000000.0,240500000000
17,2015-06-30,2015Q2,16.4,13000218.46781241,213203582872
18,2015-09-30,2015Q3,15.9,13000264.288074,206704202180
19,2015-12-31,2015Q4,16.9,12999692.685925016,219694806392
20,2016-03-31,2016Q1,17.5,13000249.39210674,227504364362
21,2016-06-30,2016Q2,16.7,13000137.712593816,217102299800
22,2016-09-30,2016Q3,15.75,12999618.92664338,204743998095
23,2016-12-30,2016Q4,16.2,13000310.327706058,210605027309
24,2017-03-31,2017Q1,18.5,12999684.622177368,240494165510
25,2017-06-30,2017Q2,19.0,13000269.269606194,247005116123
26,2017-09-29,2017Q3,19.5,12999859.639272932,253497262966
27,2017-12-29,2017Q4,18.15,13000311.701265506,235955657378
28,2018-03-30,2018Q1,18.5,13000315.955766194,240505845182
29,2018-06-29,2018Q2,18.3,12999727.185922794,237895007502
30,2018-09-28,2018Q3,18.8,13000397.667020148,244407476140
31,2018-12-28,2018Q4,17.35,13000185.082361652,225553211179
32,2019-03-29,2019Q1,20.2,13000121.050720252,262602445225
33,2019-06-28,2019Q2,17.0,13000184.831495289,221003142135
34,2019-09-30,2019Q3,22.0,12999942.419531295,285998733230
35,2019-12-31,2019Q4,21.05,12999820.046787836,273646211985
36,2020-03-31,2020Q1,26.85,13000232.045480914,349056230421
37,2020-06-30,2020Q2,23.25,12999620.972836386,302241187618
38,2020-09-30,2020Q3,25.0,12999939.050405314,324998476260
39,2020-12-31,2020Q4,25.65,12999825.804203926,333445531878
40,2021-03-31,2021Q1,33.5,13000111.950741673,435503750350
41,2021-06-30,2021Q2,30.0,13000184.195984527,390005525880
42,2021-09-30,2021Q3,27.5,12999695.233451176,357491618920
43,2021-12-31,2021Q4,29.85,13000057.550644567,388051717887
44,2022-03-31,2022Q1,35.95,13000236.127508854,467358488784
45,2022-06-30,2022Q2,35.5,12999682.459037216,461488727296
