quarter,change_perc_mean,change_perc_stdv
2011Q1,-1.0567307692307693,3.8758957073090405
2011Q2,0.3668852459016394,2.328954372662838
2011Q3,-0.023076923076923064,1.9523742941903803
2011Q4,0.21523076923076923,2.6152145631933266
2012Q1,0.43118644067796613,2.8491935245789515
2012Q2,0.379516129032258,2.8387912617176423
2012Q3,-0.12546874999999996,1.9803943247615154
2012Q4,0.13600000000000007,2.674318721656041
2013Q1,0.35482758620689653,3.6902770501134565
2013Q2,0.13491803278688524,2.8470842529102294
2013Q3,0.039230769230769215,2.29813532272111
2013Q4,0.226969696969697,2.1671966789429717
2014Q1,0.27625,2.5289441292940635
2014Q2,0.23918032786885246,2.648433055652573
2014Q3,-0.11406250000000001,1.9744042450865713
2014Q4,0.09151515151515152,1.8069125749778414
2015Q1,0.24607142857142855,2.9057696076920845
2015Q2,0.006393442622950829,4.466547149938411
2015Q3,-0.034769230769230754,1.6141310623795273
2015Q4,0.11424242424242426,2.1120723039823748
2016Q1,0.07423728813559323,1.7753369795617437
2016Q2,0.06258064516129029,3.352912086620056
2016Q3,-0.04184615384615386,3.1194845789747925
2016Q4,0.09230769230769229,3.15999296341719
2017Q1,0.27135593220338977,3.045244714489789
2017Q2,0.17096774193548384,3.7350373446801672
2017Q3,0.12859375,4.207586069322168
2017Q4,-0.04553846153846156,3.6334823305135044
2018Q1,0.06947368421052631,2.723857179136018
2018Q2,0.060483870967741965,3.9830762587907036
2018Q3,0.1103125,3.734667690429297
2018Q4,-0.024153846153846158,4.497870986751569
2019Q1,0.3503448275862069,4.232001710242931
2019Q2,-0.18983606557377056,4.334099480400852
2019Q3,0.44769230769230767,3.184296316118548
2019Q4,-0.006666666666666686,3.5057905213356917
2020Q1,0.47186440677966107,3.45796505565413
2020Q2,-0.19548387096774195,2.714511505381832
2020Q3,0.15153846153846157,2.833452637005575
2020Q4,0.05545454545454546,1.8522727676004973
2021Q1,0.5291379310344828,3.7141296279104155
2021Q2,-0.10500000000000002,3.8335600669462906
2021Q3,-0.11499999999999999,2.0459755308937284
2021Q4,0.15166666666666667,2.5290938379240973
2022Q1,0.3237931034482759,3.174479831729423
2022Q2,-0.05596774193548388,0.3037657622027553
2022Q3,0.08046874999999998,3.462154311292091
