,quarter,roa
0,2008Q1,0.0
1,2008Q2,0.0
2,2009Q1,0.0
3,2010Q3,7.1
4,2011Q1,2.08
5,2011Q2,4.22
6,2011Q3,3.5
7,2011Q4,2.24
8,2012Q1,0.97
9,2012Q2,4.53
10,2012Q3,3.78
11,2012Q4,2.17
12,2013Q1,1.99
13,2013Q2,3.48
14,2013Q3,2.26
15,2013Q4,1.28
16,2014Q1,0.75
17,2014Q2,2.93
18,2014Q3,3.14
19,2014Q4,3.44
20,2015Q1,1.98
21,2015Q2,4.02
22,2015Q3,4.03
23,2015Q4,4.94
24,2016Q1,2.11
25,2016Q2,4.9
26,2016Q3,4.77
27,2016Q4,5.51
28,2017Q1,3.04
29,2017Q2,5.68
30,2017Q3,4.17
31,2017Q4,4.75
32,2018Q1,2.11
33,2018Q2,6.57
34,2018Q3,4.34
35,2018Q4,3.55
36,2019Q1,1.92
37,2019Q2,5.45
38,2019Q3,4.84
39,2019Q4,5.25
40,2020Q1,3.1
41,2020Q2,6.42
42,2020Q3,5.7
43,2020Q4,4.97
44,2021Q1,3.14
45,2021Q2,5.51
46,2021Q3,0.9
47,2021Q4,5.58
48,2022Q1,4.44
49,2022Q2,8.55
