,date,quarter,price,shares_est,lev,market_cap
0,2006-12-29,2006Q4,88.5,6000112.246043327,0.5092382174975868,531009933775
1,2007-03-30,2007Q1,87.0,6000178.27430473,0.6240715413991104,522015509865
2,2007-06-29,2007Q2,62.0,6000120.663650075,0.6443748323128765,372007481146
3,2007-09-28,2007Q3,58.0,7000000.0,0.6892992067033601,406000000000
4,2007-12-28,2007Q4,50.5,7899905.477339436,0.5851871379848619,398945226606
5,2008-03-31,2008Q1,23.6,7899800.18519421,0.49963729600028,186435284371
6,2008-06-30,2008Q2,15.6,7899879.182644324,0.5806373339301504,123238115249
7,2008-09-30,2008Q3,14.3,7900137.8871446755,0.6801143254836685,112971971786
8,2008-12-31,2008Q4,12.0,7899836.143559385,0.5526552072964962,94798033723
9,2009-03-31,2009Q1,9.7,8000055.86280096,0.4876646543468326,77600541869
10,2009-06-30,2009Q2,12.4,7999768.263715891,0.6974966631012777,99197126470
11,2009-09-30,2009Q3,21.0,7999885.812161005,0.8099548605023343,167997602055
12,2009-12-31,2009Q4,16.0,8000105.630083447,0.7569736124859635,128001690081
13,2010-03-31,2010Q1,16.7,7999947.481749908,0.5219163877913615,133599122945
14,2010-06-30,2010Q2,16.2,7999769.744416302,0.5937560273794732,129596269860
15,2010-09-30,2010Q3,13.3,7999836.342807266,0.7700843955120882,106397823359
16,2010-12-31,2010Q4,12.9,7999855.407750145,0.669646161148238,103198134760
17,2011-03-31,2011Q1,12.3,8000103.901501377,0.7239954103953912,98401277988
18,2011-06-30,2011Q2,10.7,8000214.465712294,0.7522860222986306,85602294783
19,2011-09-30,2011Q3,11.2,8000208.626714651,0.7512462971862258,89602336619
20,2011-12-30,2011Q4,9.9,8000139.73636406,0.779249120840398,79201383390
21,2012-03-30,2012Q1,11.5,8000105.775333192,0.7127909016444723,92001216416
22,2012-06-29,2012Q2,15.2,8000118.609892065,0.7667996612290485,121601802870
23,2012-09-28,2012Q3,9.8,8000116.482236459,0.7732922471017574,78401141526
24,2012-12-28,2012Q4,10.2,7999948.87002761,0.6589815835736685,81599478474
25,2013-03-29,2013Q1,10.0,13000190.343252333,0.5504742126591425,130001903433
26,2013-06-28,2013Q2,11.2,12999682.620286912,0.6839596353075965,145596445347
27,2013-09-30,2013Q3,11.6,13000187.65246763,0.7310626196387116,150802176769
28,2013-12-31,2013Q4,13.9,12999723.924686655,0.6825988065284315,180696162553
29,2014-03-31,2014Q1,17.2,12999663.752521856,0.673920223969186,223594216543
30,2014-06-30,2014Q2,16.3,12999894.492508968,0.6590297754883914,211898280228
31,2014-09-30,2014Q3,32.4,13000000.0,0.7557869438542464,421200000000
32,2014-12-31,2014Q4,22.8,19999686.602246016,0.6680376541988496,455992854531
33,2015-03-31,2015Q1,25.9,19999554.962171786,0.639177854149238,517988473520
34,2015-06-30,2015Q2,23.1,20000426.575663857,0.693847700320407,462009853898
35,2015-09-30,2015Q3,25.3,20000050.68937551,0.7043402539631938,506001282441
36,2015-12-31,2015Q4,25.8,20000350.262697022,0.7445973895532789,516009036778
37,2016-03-31,2016Q1,20.2,29999669.87983626,0.5799680701041097,605993331573
38,2016-06-30,2016Q2,23.7,30000906.5009065,0.6022771455309232,711021484071
39,2016-09-30,2016Q3,22.8,30000420.42042042,0.6750093847938994,684009585586
40,2016-12-30,2016Q4,19.2,30000063.07158625,0.6538255232970781,576001210974
41,2017-03-31,2017Q1,19.15,30000063.07158625,0.6538255232970781,574501207821
42,2017-06-30,2017Q2,16.75,29999534.595097736,0.7025186615574104,502492204468
43,2017-09-29,2017Q3,19.0,30000590.188122462,0.7151173619713384,570011213574
44,2017-12-29,2017Q4,22.8,38999929.72099234,0.6746745891884103,889198397639
45,2018-03-30,2018Q1,30.7,38999387.29661652,0.6540496207192371,1197281190006
46,2018-06-29,2018Q2,20.2,38999931.70798334,0.6382584775216772,787798620501
47,2018-09-28,2018Q3,27.3,40199039.07751442,0.6106783981281264,1097433766816
48,2018-12-28,2018Q4,29.05,40199014.60496217,0.5400173424548561,1167781374274
49,2019-03-29,2019Q1,27.75,40199341.87738136,0.4821255122481772,1115531737097
50,2019-06-28,2019Q2,29.2,40199558.21345833,0.5062772162109359,1173827099833
51,2019-09-30,2019Q3,27.1,41004310.58303399,0.4566394827080517,1111216816800
52,2019-12-31,2019Q4,26.5,49044190.32852021,0.3339656943477923,1299671043706
53,2020-03-31,2020Q1,15.95,49044131.64354055,0.3550765255892495,782253899714
54,2020-06-30,2020Q2,25.8,49043212.75164312,0.5161815351724747,1265314888992
55,2020-09-30,2020Q3,34.15,49043375.58436551,0.5230309811495096,1674831276206
56,2020-12-31,2020Q4,35.9,49044955.543458536,0.3681790500442512,1760713904010
57,2021-03-31,2021Q1,35.35,58850447.14515019,0.3473585809761702,2080363306581
58,2021-06-30,2021Q2,36.7,58849342.28828041,0.4131906067774335,2159770861980
59,2021-09-30,2021Q3,49.5,58850219.08935035,0.4308854354880674,2913085844923
60,2021-12-31,2021Q4,52.0,65389440.25406908,0.2653680161119547,3400250893212
61,2022-03-31,2022Q1,66.6,65389706.61527727,0.2934658204581673,4354954460577
62,2022-06-30,2022Q2,58.8,65387843.12414324,0.374695250603521,3844805175700
