,quarter,roa
0,2009Q3,0.0
1,2009Q4,-0.25
2,2010Q1,0.0
3,2010Q2,0.0
4,2010Q3,2.26
5,2010Q4,1.62
6,2011Q1,1.48
7,2011Q2,2.54
8,2011Q3,0.37
9,2011Q4,1.78
10,2012Q1,2.15
11,2012Q2,0.8
12,2012Q3,1.91
13,2012Q4,1.57
14,2013Q1,1.83
15,2013Q2,1.09
16,2013Q3,1.41
17,2013Q4,2.68
18,2014Q1,0.34
19,2014Q2,0.87
20,2014Q3,2.14
21,2014Q4,0.07
22,2015Q1,1.74
23,2015Q2,0.84
24,2015Q3,1.7
25,2015Q4,3.08
26,2016Q1,2.9
27,2016Q2,1.67
28,2016Q3,1.65
29,2016Q4,2.01
30,2017Q1,2.03
31,2017Q2,1.94
32,2017Q3,1.81
33,2017Q4,1.5
34,2018Q1,2.02
35,2018Q2,1.79
36,2018Q3,1.68
37,2018Q4,1.05
38,2019Q1,1.09
39,2019Q2,0.92
40,2019Q3,0.68
41,2019Q4,1.0
42,2020Q1,0.68
43,2020Q2,-0.93
44,2020Q3,0.46
45,2020Q4,0.66
46,2021Q1,0.23
47,2021Q2,0.04
48,2021Q3,0.02
49,2021Q4,1.16
50,2022Q1,0.36
51,2022Q2,0.51
