,quarter,roa
0,2008Q4,9.83
1,2009Q1,7.71
2,2009Q2,8.24
3,2009Q3,-0.32
4,2009Q4,6.78
5,2010Q1,8.21
6,2010Q2,8.77
7,2010Q3,4.53
8,2010Q4,4.82
9,2011Q1,1.86
10,2011Q2,-0.6
11,2011Q3,-1.88
12,2011Q4,13.21
13,2012Q1,1.18
14,2012Q2,8.77
15,2012Q3,-1.51
16,2012Q4,0.46
17,2013Q1,3.15
18,2013Q2,1.47
19,2013Q3,2.19
20,2013Q4,1.26
21,2014Q1,1.63
22,2014Q2,2.04
23,2014Q3,2.18
24,2014Q4,5.23
25,2015Q1,0.2
26,2015Q2,1.22
27,2015Q3,0.84
28,2015Q4,0.68
29,2016Q1,2.59
30,2016Q2,1.28
31,2016Q3,1.87
32,2016Q4,-1.69
33,2017Q1,0.37
34,2017Q2,1.19
35,2017Q3,0.38
36,2017Q4,9.28
37,2018Q1,0.72
38,2018Q2,0.39
39,2018Q3,-0.99
40,2018Q4,7.75
41,2019Q1,0.85
42,2019Q2,1.42
43,2019Q3,0.44
44,2019Q4,0.0
45,2020Q1,0.29
46,2020Q2,4.68
47,2020Q3,0.71
48,2020Q4,2.02
49,2021Q1,0.29
50,2021Q2,0.05
51,2021Q3,6.08
52,2021Q4,0.3
53,2022Q1,-0.78
54,2022Q2,5.08
