,quarter,roa
0,2009Q4,6.5
1,2010Q2,5.64
2,2010Q3,3.14
3,2010Q4,4.55
4,2011Q1,2.93
5,2011Q2,3.09
6,2011Q3,3.76
7,2011Q4,20.55
8,2012Q1,2.52
9,2012Q2,4.35
10,2012Q3,2.4
11,2012Q4,0.33
12,2013Q1,1.89
13,2013Q2,2.34
14,2013Q3,0.98
15,2013Q4,-0.58
16,2014Q1,0.45
17,2014Q2,3.1
18,2014Q3,10.6
19,2014Q4,4.09
20,2015Q1,11.07
21,2015Q2,0.18
22,2015Q3,-0.29
23,2015Q4,5.12
24,2016Q1,2.75
25,2016Q2,1.57
26,2016Q3,1.13
27,2016Q4,-0.84
28,2017Q1,5.02
29,2017Q2,10.89
30,2017Q3,4.56
31,2017Q4,3.86
32,2018Q1,4.75
33,2018Q2,5.05
34,2018Q3,4.64
35,2018Q4,4.69
36,2019Q1,3.2
37,2019Q2,1.04
38,2019Q3,0.17
39,2019Q4,2.12
40,2020Q1,0.97
41,2020Q2,1.7
42,2020Q3,1.25
43,2020Q4,4.27
44,2021Q1,1.61
45,2021Q2,2.45
46,2021Q3,1.54
47,2021Q4,4.72
48,2022Q1,1.63
49,2022Q2,2.6
