quarter,s,ln_s
2015Q3,0.0,0.0
2015Q4,0.0,0.0
2016Q1,0.0,0.0
2016Q2,0.0,0.0
2016Q3,0.0,0.0
2016Q4,0.0,0.0
2017Q1,0.0,0.0
2017Q2,0.0,0.0
2017Q3,0.03755238470677243,0.0022141135434826965
2017Q4,0.0,0.0
2018Q1,0.0,0.0
2018Q2,0.0,0.0
2018Q3,0.0,0.0
2018Q4,0.0,0.0
2019Q1,0.0,0.0
2019Q2,0.0,0.0
2019Q3,0.09225851472343406,0.023014508074289158
2019Q4,0.0,0.0
2020Q1,0.0,0.0
2020Q2,0.04055097321003793,0.003115880259428094
2020Q3,0.014574635675056782,0.0011941284915504907
2020Q4,0.04107557168701314,0.0065722771213320924
2021Q1,0.2370158858128965,0.027022045860141546
2021Q2,0.19820692867177458,0.02222407662212642
2021Q3,1.1981512000161656,0.10668317211982879
2021Q4,0.959950647713165,0.0639992590644584
2022Q1,0.9692057149438262,0.07447761625217891
2022Q2,0.8840514107714856,0.06709222772538061
2022Q3,0.5939337794548117,0.04643277325861274
