,date,quarter,price,shares_est,market_cap
0,2009-06-30,2009Q2,37.7,41084581.65875046,1548888728535
1,2009-09-30,2009Q3,40.8,41061158.69945657,1675295274938
2,2009-12-31,2009Q4,26.7,41062020.23726448,1096355940335
3,2010-03-31,2010Q1,22.5,41061387.14600644,923881210785
4,2010-06-30,2010Q2,16.8,100003377.80780274,1680056747171
5,2010-09-30,2010Q3,15.4,99997302.53730084,1539958459074
6,2010-12-31,2010Q4,14.1,100001895.73459716,1410026729858
7,2011-03-31,2011Q1,9.5,100002427.62093148,950023062399
8,2011-06-30,2011Q2,6.0,100002828.28282829,600016969697
9,2011-09-30,2011Q3,5.5,100003904.1464728,550021472806
10,2011-12-30,2011Q4,3.2,99998789.18337144,319996125387
11,2012-03-30,2012Q1,5.5,99998851.74789488,549993684613
12,2012-06-29,2012Q2,6.2,100005295.10525636,620032829653
13,2012-09-28,2012Q3,4.8,99997623.37480778,479988592199
14,2012-12-28,2012Q4,5.1,99997803.90130474,509988799897
15,2013-03-29,2013Q1,6.2,99997956.05518652,619987327542
16,2013-06-28,2013Q2,6.2,100004947.9827455,620030677493
17,2013-09-30,2013Q3,5.5,99998331.4080349,549990822744
18,2013-12-31,2013Q4,6.0,100000509.10016546,600003054601
19,2014-03-31,2014Q1,10.2,100000932.29227364,1020009509381
20,2014-06-30,2014Q2,8.8,99998843.66327477,879989824237
21,2014-09-30,2014Q3,12.7,99996553.9521861,1269956235193
22,2014-12-31,2014Q4,10.6,99999779.68715575,1059997664684
23,2015-03-31,2015Q1,8.4,99999349.0289682,839994531843
24,2015-06-30,2015Q2,8.1,99996590.30367608,809972381460
25,2015-09-30,2015Q3,6.7,100002941.1764706,670019705882
26,2015-12-31,2015Q4,7.3,99999610.85708728,729997159257
27,2016-03-31,2016Q1,6.7,100740216.9701666,674959453700
28,2016-06-30,2016Q2,6.1,100739998.10838927,614513988461
29,2016-09-30,2016Q3,5.3,100743657.20729186,533941383199
30,2016-12-30,2016Q4,4.6,99998742.70318817,459994216435
31,2017-03-31,2017Q1,8.1,100003970.3089936,810032159503
32,2017-06-30,2017Q2,14.3,100003470.54075868,1430049628733
33,2017-09-29,2017Q3,17.8,100003075.79641156,1780054749176
34,2017-12-29,2017Q4,21.2,99997089.28450552,2119938292832
35,2018-03-30,2018Q1,23.2,100000365.83135174,2320008487287
36,2018-06-29,2018Q2,13.5,105393573.03933851,1422813236031
37,2018-09-28,2018Q3,16.8,105394830.44818592,1770633151530
38,2018-12-28,2018Q4,12.8,105396881.00350322,1349080076845
39,2019-03-29,2019Q1,11.3,105398007.22654112,1190997481660
40,2019-06-28,2019Q2,9.9,207268880.9485139,2051961921390
41,2019-09-30,2019Q3,8.4,207273230.86525708,1741095139268
42,2019-12-31,2019Q4,7.7,207262201.6936105,1595918953041
43,2020-03-31,2020Q1,5.7,207272816.70955047,1181455055244
44,2020-06-30,2020Q2,11.8,207265122.17449477,2445728441659
45,2020-09-30,2020Q3,12.0,207264058.50091407,2487168702011
46,2020-12-31,2020Q4,25.0,207266799.4346653,5181669985867
47,2021-03-31,2021Q1,28.3,207269455.7406273,5865725597460
48,2021-06-30,2021Q2,44.0,207270478.91350964,9119901072194
49,2021-09-30,2021Q3,36.3,207272699.6659581,7523998997874
50,2021-12-31,2021Q4,50.6,325271526.0246012,16458739216845
51,2022-03-31,2022Q1,40.5,325266332.6754719,13173286473357
52,2022-06-30,2022Q2,13.6,325268894.1372604,4423656960267
