,quarter,roa
0,2009Q3,7.36
1,2009Q4,-0.24
2,2010Q1,-1.0
3,2010Q2,6.04
4,2010Q3,3.09
5,2010Q4,0.24
6,2011Q1,0.4
7,2011Q2,6.87
8,2011Q3,4.96
9,2011Q4,0.2
10,2012Q1,-0.45
11,2012Q2,6.11
12,2012Q3,4.47
13,2012Q4,0.45
14,2013Q1,-0.86
15,2013Q2,9.13
16,2013Q3,5.5
17,2013Q4,0.47
18,2014Q1,-0.72
19,2014Q2,7.37
20,2014Q3,3.05
21,2014Q4,1.43
22,2015Q1,0.38
23,2015Q2,7.7
24,2015Q3,3.79
25,2015Q4,0.11
26,2016Q1,0.34
27,2016Q2,7.64
28,2016Q3,1.95
29,2016Q4,0.68
30,2017Q1,1.38
31,2017Q2,7.24
32,2017Q3,2.03
33,2017Q4,-0.2
34,2018Q1,2.1
35,2018Q2,5.96
36,2018Q3,1.92
37,2018Q4,0.27
38,2019Q1,1.64
39,2019Q2,2.11
40,2019Q3,0.93
41,2019Q4,0.27
42,2020Q1,0.89
43,2020Q2,2.15
44,2020Q3,4.13
45,2020Q4,0.88
46,2021Q1,1.17
47,2021Q2,2.08
48,2021Q3,2.04
49,2021Q4,3.82
50,2022Q1,0.88
51,2022Q2,1.61
