quarter,trend
2005Q1,0.0
2005Q2,0.0
2005Q3,0.0
2005Q4,0.0
2006Q1,0.0
2006Q2,0.0
2006Q3,0.0
2006Q4,100.0
2007Q1,0.0
2007Q2,0.0
2007Q3,0.0
2007Q4,49.0
2008Q1,0.0
2008Q2,17.0
2008Q3,35.0
2008Q4,55.0
2009Q1,15.0
2009Q2,56.0
2009Q3,70.0
2009Q4,24.0
2010Q1,0.0
2010Q2,14.0
2010Q3,48.0
2010Q4,0.0
2011Q1,19.0
2011Q2,34.0
2011Q3,20.0
2011Q4,17.0
2012Q1,20.0
2012Q2,18.0
2012Q3,11.0
2012Q4,18.0
2013Q1,25.0
2013Q2,27.0
2013Q3,29.0
2013Q4,28.0
2014Q1,26.0
2014Q2,25.0
2014Q3,24.0
2014Q4,19.0
2015Q1,19.0
2015Q2,18.0
2015Q3,17.0
2015Q4,22.0
2016Q1,24.0
2016Q2,33.0
2016Q3,26.0
2016Q4,35.0
2017Q1,39.0
2017Q2,33.0
2017Q3,29.0
2017Q4,34.0
2018Q1,26.0
2018Q2,21.0
2018Q3,22.0
2018Q4,14.0
2019Q1,8.0
2019Q2,19.0
2019Q3,18.0
2019Q4,17.0
2020Q1,14.0
2020Q2,15.0
2020Q3,16.0
2020Q4,14.0
2021Q1,18.0
2021Q2,20.0
2021Q3,20.0
2021Q4,21.0
2022Q1,26.0
2022Q2,23.0
2022Q3,22.0
