,quarter,amihud,ln_amihud
0,2007Q3,0.016366894381452717,-4.112494619619511
1,2007Q4,0.017362499531008754,-4.05344259791341
2,2008Q1,0.06940853913422047,-2.6677453767586248
3,2008Q2,1.8448534370558465,0.6123998364270223
4,2008Q3,0.6846194416290886,-0.37889215476592786
5,2008Q4,2.3049862998718433,0.8350747327744812
6,2009Q1,3.6454487699476354,1.2934794772092568
7,2009Q2,0.20727875869467027,-1.5736907312898734
8,2009Q3,0.037833895218089324,-3.2745498792596197
9,2009Q4,0.05601707026076454,-2.882098808611939
10,2010Q1,0.1144053343417352,-2.1680075722622094
11,2010Q2,0.044731507462851344,-3.107077160722488
12,2010Q3,0.07407135741162608,-2.6027263610599736
13,2010Q4,0.22897542986176567,-1.474140574364285
14,2011Q1,0.5926185923950239,-0.52320427006041
15,2011Q2,0.2537067018264855,-1.3715763963817562
16,2011Q3,15.040836473267866,2.710768933548811
17,2011Q4,38.65528096190568,3.654683401195271
18,2012Q1,11.15363235611236,2.411765216702643
19,2012Q2,11.448201639614402,2.4378326556223042
20,2012Q3,36.65570966727882,3.601569205210513
21,2012Q4,77.13499476691858,4.34555706562075
22,2013Q1,16.40767638336955,2.7977492974752325
23,2013Q2,28.123453929543487,3.3366038876195923
24,2013Q3,96.051625889374,4.56488581660252
25,2013Q4,32.547224344166764,3.48269209141387
26,2014Q1,10.433682126984197,2.345039239020565
27,2014Q2,4.068230406212127,1.4032081152776164
28,2014Q3,2.8251076896435436,1.03854648409965
29,2014Q4,18.981394772757337,2.943459276928431
30,2015Q1,15.417136415666102,2.7354796450314858
31,2015Q2,6.055382383182376,1.800947526651434
32,2015Q3,5.20100113803025,1.6488511336008038
33,2015Q4,4.1378210769325685,1.4201693393678723
34,2016Q1,2.585301347703263,0.9498420766798301
35,2016Q2,1.6982274987904615,0.5295850593565457
36,2016Q3,1.647161041941892,0.4990532253722784
37,2016Q4,3.7384845797074924,1.3186803367221611
38,2017Q1,1.133248059148469,0.12508789819536872
39,2017Q2,0.9894495378131617,-0.010606512902234001
40,2017Q3,1.5032810801641874,0.40765010603675655
41,2017Q4,2.3014846045652537,0.8335543949480946
42,2018Q1,2.235922223781451,0.8046537710481075
43,2018Q2,2.8329304481754916,1.0413116699559364
44,2018Q3,3.5725219747750407,1.2732717818946515
45,2018Q4,2.471091970256249,0.9046601461666235
46,2019Q1,2.469011475523898,0.9038178581950513
47,2019Q2,3.6048155988986834,1.2822706179442154
48,2019Q3,7.700344401421906,2.0412650553167855
49,2019Q4,12.645041606982955,2.5372651705066263
50,2020Q1,10.537064629856578,2.3548990062093402
51,2020Q2,4.180894381096069,1.4305251904184348
52,2020Q3,7.037106535269806,1.9511970821720457
53,2020Q4,4.151789017605282,1.4235393299302066
54,2021Q1,3.4708986433481774,1.2444135354588168
55,2021Q2,0.26668102808468197,-1.3217019861149075
56,2021Q3,0.9757743282219281,-0.0245239403888508
57,2021Q4,0.06723637885843374,-2.699540825871172
58,2022Q1,0.35542815508122666,-1.034432145574329
59,2022Q2,0.6044206044626932,-0.5034849583924702
60,2022Q3,3.9564021396237936,1.3753350616840783
