,timestamp,delta_volume,date,note
0,1374771600,3000000.0,2013-07-26,"Giao dịch lần đầu - 3,000,000 CP"
1,1414602000,12000000.0,2014-10-30,"Niêm yết cổ phiếu bổ sung - 12,000,000 CP"
2,1416243600,12000000.0,2014-11-18,"Giao dịch bổ sung - 12,000,000 CP"
3,1431277200,,2015-05-11,Đưa cổ phiếu vào diện cảnh báo
4,1457370000,15000000.0,2016-03-08,"Niêm yết cổ phiếu bổ sung - 15,000,000 CP"
5,1458752400,15000000.0,2016-03-24,"Giao dịch bổ sung - 15,000,000 CP"
6,1459270800,,2016-03-30,Đưa cổ phiếu ra khỏi diện cảnh báo
7,1523293200,,2018-04-10,Đưa cổ phiếu vào diện cảnh báo
8,1651165200,,2022-04-29,Đưa cổ phiếu ra khỏi diện cảnh báo
