,quarter,roa
0,2010Q3,5.5
1,2010Q4,1.12
2,2011Q1,0.96
3,2011Q2,0.33
4,2011Q3,0.03
5,2011Q4,0.47
6,2012Q1,0.02
7,2012Q2,1.66
8,2012Q3,0.03
9,2012Q4,0.47
10,2013Q1,0.04
11,2013Q2,0.05
12,2013Q3,0.07
13,2013Q4,0.28
14,2014Q1,0.02
15,2014Q2,-8.94
16,2014Q3,-0.92
17,2014Q4,-0.59
18,2015Q1,0.07
19,2015Q2,0.09
20,2015Q3,0.21
21,2015Q4,1.15
22,2016Q1,0.38
23,2016Q2,0.39
24,2016Q3,0.34
25,2016Q4,0.76
26,2017Q1,0.12
27,2017Q2,2.08
28,2017Q3,4.54
29,2017Q4,2.43
30,2018Q1,1.01
31,2018Q2,1.41
32,2018Q3,1.36
33,2018Q4,-0.84
34,2019Q1,0.27
35,2019Q2,1.16
36,2019Q3,0.92
37,2019Q4,1.47
38,2020Q1,0.24
39,2020Q2,0.9
40,2020Q3,0.55
41,2020Q4,0.56
42,2021Q1,0.41
43,2021Q2,1.14
44,2021Q3,0.04
45,2021Q4,2.91
46,2022Q1,0.21
47,2022Q2,1.88
